,dysp
1061,0
1062,1
1063,0
1064,0
1065,1
1066,1
1067,0
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,0
1075,1
1076,1
1077,1
1078,1
1079,0
1080,0
1081,1
1082,1
1083,0
1084,1
1085,0
1086,1
1087,0
1088,0
1089,1
1090,0
1091,0
1092,1
1093,1
1094,1
1095,1
1096,1
1097,0
1098,0
1099,1
1100,1
1101,0
1102,1
1103,0
1104,1
1105,0
1106,0
1107,0
1108,1
1109,1
1110,0
1111,0
1112,0
1113,1
1114,0
1115,0
1116,1
1117,0
1118,0
1119,1
1120,1
1121,1
1122,1
1123,0
1124,1
1125,0
1126,0
1127,1
1128,1
1129,0
1130,0
1131,1
1132,1
1133,0
1134,0
1135,1
1136,0
1137,1
1138,1
1139,1
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,1
1147,1
1148,0
1149,0
1150,0
1151,1
1152,1
1153,1
1154,1
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,1
1163,1
1164,0
1165,1
1166,1
1167,1
1168,1
1169,0
1170,0
1171,0
1172,0
1173,0
1174,1
1175,1
1176,1
1177,0
1178,0
1179,1
1180,1
1181,1
1182,1
1183,0
1184,0
1185,0
1186,0
1187,1
1188,1
1189,1
1190,1
1191,1
1192,0
1193,1
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,1
1204,1
1205,0
1206,0
1207,1
1208,1
1209,1
1210,0
1211,0
1212,1
1213,0
1214,0
1215,1
1216,1
1217,1
1218,1
1219,0
1220,0
1221,0
1222,1
1223,0
1224,1
1225,0
1226,0
1227,1
1228,0
1229,1
1230,0
1231,0
1232,1
1233,1
1234,0
1235,1
1236,1
1237,0
1238,0
1239,0
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,1
1247,1
1248,0
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,1
1261,0
1262,0
1263,1
1264,1
1265,0
1266,0
1267,0
1268,1
1269,0
1270,1
1271,0
1272,0
1273,1
1274,0
1275,0
1276,1
1277,1
1278,1
1279,1
1280,0
1281,0
1282,1
1283,0
1284,0
1285,1
1286,1
1287,0
1288,1
1289,0
1290,1
1291,1
1292,1
1293,0
1294,0
1295,1
1296,0
1297,0
1298,1
1299,1
1300,1
1301,1
1302,1
1303,0
1304,1
1305,1
1306,1
1307,1
1308,1
1309,0
1310,1
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,0
1318,1
1319,1
1320,0
1321,1
1322,1
1323,1
1324,1
1325,1
1326,0
1327,0
1328,0
1329,1
1330,1
1331,1
1332,1
1333,1
1334,0
1335,0
1336,1
1337,1
1338,1
1339,1
1340,1
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,1
1349,1
1350,0
1351,1
1352,0
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,0
1361,1
1362,0
1363,1
1364,0
1365,1
1366,1
1367,0
1368,0
1369,1
1370,0
1371,1
1372,1
1373,0
1374,1
1375,1
1376,0
1377,1
1378,1
1379,0
1380,1
1381,0
1382,1
1383,1
1384,0
1385,1
1386,1
1387,0
1388,1
1389,1
1390,1
1391,1
1392,0
1393,1
1394,0
1395,0
1396,1
1397,1
1398,1
1399,0
1400,0
1401,0
1402,1
1403,0
1404,1
1405,1
1406,0
1407,1
1408,1
1409,1
1410,1
1411,0
1412,1
1413,1
1414,1
1415,0
1416,0
1417,0
1418,1
1419,1
1420,0
1421,0
1422,0
1423,0
1424,0
1425,1
1426,1
1427,0
1428,0
1429,0
1430,1
1431,0
1432,1
1433,0
1434,1
1435,1
1436,1
1437,0
1438,1
1439,1
1440,1
1441,1
1442,0
1443,0
1444,1
1445,1
1446,0
1447,1
1448,1
1449,0
1450,1
1451,1
1452,0
1453,1
1454,0
1455,0
1456,0
1457,0
1458,0
1459,1
1460,1
1461,1
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,1
1470,1
1471,0
1472,1
1473,0
1474,1
1475,0
1476,1
1477,1
1478,1
1479,0
1480,1
1481,1
1482,1
1483,0
1484,1
1485,1
1486,1
1487,1
1488,0
1489,1
1490,0
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,0
1498,0
1499,1
1500,0
1501,0
1502,1
1503,0
1504,1
1505,0
1506,0
1507,1
1508,0
1509,0
1510,0
1511,0
1512,1
1513,1
1514,0
1515,0
1516,1
1517,1
1518,1
1519,0
1520,1
1521,0
1522,1
1523,1
1524,1
1525,0
1526,1
1527,0
1528,0
1529,1
1530,0
1531,0
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,0
1540,1
1541,0
1542,0
1543,0
1544,1
1545,0
1546,0
1547,0
1548,1
1549,1
1550,0
1551,1
1552,0
1553,1
1554,1
1555,1
1556,0
1557,0
1558,1
1559,0
1560,0
1561,1
1562,0
1563,0
1564,1
1565,1
1566,0
1567,0
1568,1
1569,1
1570,0
1571,0
1572,0
1573,0
1574,0
1575,1
1576,1
1577,0
1578,1
1579,1
1580,0
1581,1
1582,1
1583,0
1584,1
1585,1
1586,1
1587,0
1588,1
1589,1
1590,0
1591,0
1592,1
1593,0
1594,1
1595,0
1596,1
1597,1
1598,1
1599,1
1600,0
1601,0
1602,0
1603,1
1604,1
1605,0
1606,0
1607,1
1608,1
1609,0
1610,0
1611,0
1612,1
1613,1
1614,0
1615,0
1616,1
1617,1
1618,1
1619,0
1620,1
1621,1
1622,1
1623,0
1624,1
1625,1
1626,0
1627,1
1628,1
1629,0
1630,1
1631,1
1632,1
1633,1
1634,0
1635,0
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,0
1644,0
1645,1
1646,1
1647,1
1648,1
1649,0
1650,1
1651,1
1652,0
1653,0
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,0
1662,0
1663,0
1664,1
1665,1
1666,1
1667,0
1668,0
1669,1
1670,0
1671,1
1672,0
1673,0
1674,1
1675,1
1676,0
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,0
1684,0
1685,0
1686,1
1687,1
1688,0
1689,0
1690,0
1691,1
1692,1
1693,0
1694,0
1695,1
1696,1
1697,1
1698,0
1699,1
1700,0
1701,1
1702,0
1703,0
1704,1
1705,0
1706,1
1707,1
1708,1
1709,0
1710,0
1711,0
1712,1
1713,0
1714,1
1715,0
1716,0
1717,0
1718,1
1719,0
1720,1
1721,1
1722,1
1723,1
1724,0
1725,1
1726,0
1727,0
1728,1
1729,0
1730,0
1731,1
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,0
1747,1
1748,0
1749,1
1750,0
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,1
1764,0
1765,1
1766,1
1767,0
1768,0
1769,1
1770,0
1771,1
1772,1
1773,1
1774,0
1775,1
1776,0
1777,1
1778,0
1779,1
1780,1
1781,1
1782,0
1783,1
1784,1
1785,0
1786,1
1787,0
1788,0
1789,0
1790,1
1791,1
1792,0
1793,1
1794,0
1795,0
1796,0
1797,1
1798,1
1799,0
1800,0
1801,1
1802,0
1803,1
1804,1
1805,1
1806,0
1807,1
1808,1
1809,1
1810,0
1811,1
1812,1
1813,1
1814,1
1815,1
1816,0
1817,1
1818,0
1819,1
1820,1
1821,0
1822,1
1823,1
1824,1
1825,0
1826,0
1827,1
1828,1
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,0
1839,0
1840,0
1841,1
1842,0
1843,0
1844,1
1845,0
1846,1
1847,0
1848,0
1849,1
1850,1
1851,0
1852,1
1853,1
1854,1
1855,0
1856,1
1857,1
1858,0
1859,1
1860,0
1861,1
1862,0
1863,1
1864,0
1865,1
1866,1
1867,1
1868,0
1869,1
1870,1
1871,0
1872,0
1873,1
1874,1
1875,1
1876,1
1877,0
1878,1
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,1
1886,0
1887,0
1888,0
1889,0
1890,1
1891,1
1892,0
1893,1
1894,1
1895,1
1896,1
1897,0
1898,0
1899,0
1900,1
1901,1
1902,0
1903,1
1904,1
1905,1
1906,1
1907,0
1908,0
1909,1
1910,1
1911,1
1912,1
1913,1
1914,0
1915,1
1916,1
1917,1
1918,0
1919,0
1920,1
1921,1
1922,1
1923,1
1924,1
1925,0
1926,0
1927,1
1928,0
1929,1
1930,1
1931,1
1932,1
1933,0
1934,1
1935,1
1936,0
1937,1
1938,0
1939,1
1940,1
1941,0
1942,1
1943,1
1944,1
1945,1
1946,1
1947,0
1948,0
1949,0
1950,1
1951,1
1952,0
1953,0
1954,0
1955,1
1956,0
1957,1
1958,1
1959,1
1960,1
1961,0
1962,0
1963,1
1964,0
1965,1
1966,1
1967,0
1968,1
1969,0
1970,1
1971,0
1972,1
1973,0
1974,1
1975,0
1976,1
1977,1
1978,1
1979,0
1980,1
1981,1
1982,0
1983,1
1984,0
1985,0
1986,0
1987,0
1988,1
1989,1
1990,1
1991,0
1992,1
1993,1
1994,1
1995,0
1996,1
1997,0
1998,1
1999,0
2000,1
2001,0
2002,1
2003,1
2004,0
2005,0
2006,0
2007,1
2008,1
2009,0
2010,0
2011,1
2012,1
2013,0
2014,0
2015,1
2016,0
2017,0
2018,0
2019,0
2020,1
2021,1
2022,0
2023,1
2024,0
2025,1
2026,0
2027,0
2028,1
2029,0
2030,1
2031,1
2032,1
2033,1
2034,0
2035,0
2036,1
2037,1
2038,1
2039,0
2040,1
2041,1
2042,1
2043,1
2044,0
2045,1
2046,0
2047,1
2048,1
2049,0
2050,1
2051,1
2052,0
2053,0
2054,1
2055,1
2056,1
2057,0
2058,1
2059,0
2060,1
2061,1
2062,1
2063,0
2064,0
2065,0
2066,1
2067,1
2068,1
2069,1
2070,1
2071,0
2072,1
2073,0
2074,1
2075,0
2076,1
2077,0
2078,1
2079,0
2080,0
2081,0
2082,1
2083,0
2084,1
2085,1
2086,1
2087,1
2088,0
2089,0
2090,1
2091,0
2092,1
2093,1
2094,0
2095,1
2096,1
2097,1
2098,0
2099,0
2100,0
2101,1
2102,1
2103,1
2104,0
2105,0
2106,1
2107,0
2108,1
2109,0
2110,1
2111,1
2112,1
2113,0
2114,0
2115,1
2116,1
2117,0
2118,1
2119,0
2120,1
2121,1
2122,0
2123,1
2124,1
2125,1
2126,0
2127,1
2128,1
2129,0
2130,0
2131,1
2132,0
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,0
2141,0
2142,0
2143,1
2144,1
2145,0
2146,1
2147,0
2148,0
2149,0
2150,0
2151,1
2152,1
2153,1
2154,0
2155,0
2156,0
2157,0
2158,1
2159,1
2160,0
2161,1
2162,0
2163,1
2164,0
2165,0
2166,0
2167,1
2168,0
2169,1
2170,1
2171,1
2172,0
2173,1
2174,0
2175,0
2176,0
2177,0
2178,1
2179,1
2180,1
2181,0
2182,1
2183,1
2184,0
2185,1
2186,0
2187,0
2188,1
2189,1
2190,0
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,0
2198,0
2199,1
2200,1
2201,1
2202,0
2203,1
2204,1
2205,0
2206,0
2207,0
2208,0
2209,1
2210,1
2211,1
2212,0
2213,1
2214,0
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,0
2222,0
2223,0
2224,1
2225,0
2226,1
2227,0
2228,0
2229,1
2230,0
2231,0
2232,1
2233,1
2234,0
2235,1
2236,1
2237,1
2238,0
2239,1
2240,1
2241,1
2242,1
2243,0
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,0
2251,1
2252,1
2253,1
2254,1
2255,0
2256,1
2257,1
2258,1
2259,1
2260,1
2261,0
2262,0
2263,1
2264,0
2265,0
2266,0
2267,0
2268,1
2269,1
2270,1
2271,1
2272,1
2273,1
2274,1
2275,1
2276,0
2277,0
2278,1
2279,1
2280,1
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,1
2289,1
2290,0
2291,1
2292,0
2293,1
2294,0
2295,1
2296,1
2297,0
2298,0
2299,1
2300,1
2301,0
2302,1
2303,0
2304,0
2305,1
2306,0
2307,0
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,0
2318,1
2319,1
2320,0
2321,0
2322,1
2323,0
2324,1
2325,0
2326,1
2327,1
2328,1
2329,1
2330,1
2331,0
2332,1
2333,1
2334,1
2335,1
2336,0
2337,0
2338,1
2339,1
2340,0
2341,1
2342,0
2343,1
2344,1
2345,0
2346,0
2347,1
2348,1
2349,1
2350,1
2351,1
2352,1
2353,0
2354,0
2355,1
2356,0
2357,0
2358,1
2359,1
2360,0
2361,1
2362,1
2363,1
2364,1
2365,0
2366,1
2367,1
2368,1
2369,1
2370,1
2371,1
2372,1
2373,0
2374,0
2375,0
2376,1
2377,1
2378,0
2379,1
2380,1
2381,1
2382,0
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,0
2393,0
2394,1
2395,1
2396,0
2397,1
2398,0
2399,0
2400,1
2401,1
2402,0
2403,1
2404,1
2405,0
2406,1
2407,1
2408,0
2409,1
2410,1
2411,1
2412,0
2413,1
2414,0
2415,1
2416,1
2417,1
2418,0
2419,0
2420,1
2421,1
2422,0
2423,0
2424,0
2425,0
2426,1
2427,0
2428,0
2429,0
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,0
2438,1
2439,1
2440,1
2441,0
2442,0
2443,0
2444,0
2445,0
2446,1
2447,0
2448,1
2449,1
2450,1
2451,0
2452,0
2453,1
2454,1
2455,1
2456,0
2457,1
2458,1
2459,1
2460,1
2461,1
2462,0
2463,0
2464,0
2465,1
2466,1
2467,0
2468,1
2469,0
2470,1
2471,0
2472,0
2473,1
2474,1
2475,1
2476,1
2477,0
2478,1
2479,1
2480,1
2481,0
2482,1
2483,1
2484,1
2485,1
2486,0
2487,1
2488,0
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,0
2496,0
2497,1
2498,0
2499,1
2500,0
2501,1
2502,1
2503,1
2504,0
2505,1
2506,0
2507,1
2508,0
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,0
2517,1
2518,1
2519,1
2520,0
2521,0
2522,0
2523,1
2524,0
2525,1
2526,1
2527,1
2528,1
2529,1
2530,0
2531,1
2532,1
2533,0
2534,0
2535,0
2536,1
2537,1
2538,1
2539,0
2540,1
2541,0
2542,0
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,0
2551,1
2552,1
2553,0
2554,0
2555,0
2556,1
2557,0
2558,1
2559,0
2560,1
2561,1
2562,1
2563,0
2564,0
2565,0
2566,1
2567,1
2568,1
2569,1
2570,1
2571,1
2572,1
2573,1
2574,1
2575,1
2576,1
2577,1
2578,0
2579,0
2580,1
2581,0
2582,0
2583,1
2584,1
2585,0
2586,0
2587,1
2588,0
2589,0
2590,0
2591,1
2592,1
2593,1
2594,1
2595,0
2596,1
2597,1
2598,0
2599,1
2600,0
2601,1
2602,0
2603,0
2604,1
2605,0
2606,0
2607,0
2608,1
2609,1
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,1
2618,0
2619,0
2620,1
2621,1
2622,1
2623,0
2624,1
2625,1
2626,1
2627,0
2628,1
2629,1
2630,0
2631,0
2632,0
2633,0
2634,0
2635,1
2636,1
2637,1
2638,1
2639,0
2640,0
2641,1
2642,1
2643,1
2644,0
2645,0
2646,1
2647,1
2648,0
2649,1
2650,0
2651,1
2652,1
2653,1
2654,1
2655,0
2656,1
2657,1
2658,0
2659,1
2660,0
2661,0
2662,1
2663,0
2664,0
2665,1
2666,1
2667,0
2668,1
2669,0
2670,0
2671,1
2672,1
2673,1
2674,0
2675,1
2676,0
2677,0
2678,1
2679,1
2680,0
2681,1
2682,0
2683,0
2684,1
2685,1
2686,0
2687,1
2688,1
2689,0
2690,1
2691,0
2692,0
2693,1
2694,1
2695,0
2696,0
2697,1
2698,1
2699,1
2700,1
2701,0
2702,1
2703,1
2704,0
2705,0
2706,1
2707,1
2708,1
2709,0
2710,1
2711,1
2712,1
2713,0
2714,1
2715,0
2716,0
2717,1
2718,0
2719,0
2720,1
2721,1
2722,0
2723,1
2724,1
2725,1
2726,0
2727,0
2728,0
2729,0
2730,0
2731,1
2732,0
2733,1
2734,0
2735,0
2736,0
2737,0
2738,1
2739,0
2740,0
2741,0
2742,1
2743,1
2744,1
2745,1
2746,0
2747,0
2748,1
2749,1
2750,0
2751,1
2752,1
2753,1
2754,1
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,1
2762,0
2763,1
2764,1
2765,1
2766,1
2767,1
2768,0
2769,0
2770,0
2771,1
2772,1
2773,1
2774,1
2775,1
2776,0
2777,1
2778,1
2779,1
2780,1
2781,1
2782,0
2783,0
2784,1
2785,0
2786,1
2787,1
2788,0
2789,0
2790,1
2791,1
2792,0
2793,1
2794,1
2795,0
2796,1
2797,0
2798,1
2799,0
2800,1
2801,1
2802,0
2803,0
2804,1
2805,1
2806,1
2807,1
2808,0
2809,1
2810,0
2811,1
2812,1
2813,1
2814,0
2815,1
2816,0
2817,1
2818,1
2819,0
2820,0
2821,0
2822,0
2823,0
2824,1
2825,0
2826,1
2827,1
2828,1
2829,0
2830,0
2831,0
2832,0
2833,1
2834,0
2835,1
2836,0
2837,1
2838,1
2839,1
2840,1
2841,1
2842,0
2843,0
2844,0
2845,0
2846,0
2847,1
2848,1
2849,1
2850,0
2851,1
2852,0
2853,0
2854,0
2855,1
2856,0
2857,1
2858,0
2859,1
2860,1
2861,0
2862,0
2863,1
2864,1
2865,1
2866,0
2867,1
2868,0
2869,1
2870,1
2871,1
2872,1
2873,1
2874,1
2875,0
2876,0
2877,1
2878,1
2879,1
2880,0
2881,1
2882,1
2883,1
2884,1
2885,0
2886,1
2887,1
2888,0
2889,0
2890,0
2891,0
2892,0
2893,1
2894,0
2895,1
2896,0
2897,0
2898,1
2899,1
2900,0
2901,1
2902,1
2903,1
2904,0
2905,1
2906,1
2907,0
2908,0
2909,1
2910,0
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,1
2919,0
2920,0
2921,1
2922,0
2923,0
2924,1
2925,1
2926,0
2927,0
2928,1
2929,0
2930,1
2931,1
2932,0
2933,0
2934,1
2935,1
2936,1
2937,0
2938,1
2939,0
2940,0
2941,0
2942,1
2943,1
2944,1
2945,1
2946,1
2947,0
2948,1
2949,1
2950,0
2951,1
2952,1
2953,1
2954,1
2955,0
2956,1
2957,1
2958,1
2959,0
2960,1
2961,1
2962,1
2963,1
2964,1
2965,1
2966,0
2967,1
2968,0
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,0
2978,0
2979,0
2980,1
2981,1
2982,0
2983,1
2984,1
2985,0
2986,1
2987,1
2988,1
2989,0
2990,0
2991,0
2992,0
2993,1
2994,1
2995,0
2996,0
2997,0
