,BP
382,False
383,True
384,True
385,True
386,False
387,True
388,False
389,True
390,True
391,False
392,False
393,False
394,True
395,False
396,True
397,False
398,True
399,False
400,True
401,True
402,False
403,True
404,True
405,True
406,True
407,False
408,False
409,False
410,False
411,False
412,False
413,True
414,True
415,False
416,True
417,True
418,False
419,False
420,True
421,False
422,False
423,False
424,True
425,False
426,True
427,True
428,True
429,False
430,True
431,False
432,True
433,False
434,False
435,True
436,False
437,False
438,False
439,False
440,False
441,False
442,True
443,True
444,False
445,True
446,False
447,False
448,True
449,True
450,True
451,False
452,False
453,False
454,False
455,False
456,False
457,True
458,True
459,False
460,True
461,True
462,True
463,True
464,False
465,False
466,True
467,False
468,True
469,True
470,False
471,True
472,True
473,False
474,False
475,False
476,False
477,False
478,True
479,False
480,False
481,False
482,False
483,False
484,False
485,False
486,True
487,False
488,False
489,False
490,False
491,False
492,False
493,False
494,True
495,False
496,True
497,False
498,False
499,False
500,True
501,True
502,False
503,True
504,False
505,True
506,False
507,False
508,True
509,False
510,True
511,True
512,True
513,False
514,True
515,False
516,False
517,False
518,True
519,False
520,False
521,False
522,False
523,True
524,True
525,True
526,False
527,False
528,False
529,False
530,True
531,False
532,False
533,False
534,True
535,False
536,False
537,False
538,True
539,False
540,True
541,False
542,False
543,True
544,False
545,False
546,True
547,True
548,False
549,True
550,False
551,True
552,True
553,True
554,True
555,False
556,True
557,True
558,True
559,False
560,True
561,False
562,False
563,False
564,True
565,True
566,True
567,False
568,False
569,True
570,False
571,False
572,True
573,False
574,True
575,True
576,True
577,True
578,False
579,False
580,False
581,False
582,False
583,False
584,True
585,True
586,False
587,True
588,True
589,False
590,True
591,False
592,True
593,False
594,False
595,False
596,False
597,True
598,False
599,False
600,False
601,True
602,True
603,False
604,True
605,True
606,True
607,False
608,False
609,False
610,False
611,True
612,False
613,True
614,False
615,False
616,True
617,False
618,False
619,True
620,False
621,True
622,True
623,False
624,False
625,False
626,False
627,False
628,False
629,True
630,True
631,False
632,True
633,True
634,True
635,True
636,True
637,False
638,True
639,True
640,True
641,False
642,False
643,True
644,True
645,False
646,False
647,False
648,False
649,False
650,False
651,False
652,False
653,False
654,False
655,True
656,True
657,True
658,True
659,False
660,False
661,True
662,False
663,False
664,False
665,True
666,True
667,True
668,True
669,False
670,True
671,True
672,True
673,True
674,True
675,True
676,False
677,False
678,True
679,True
680,True
681,False
682,True
683,False
684,False
685,False
686,True
687,True
688,False
689,False
690,False
691,True
692,False
693,True
694,True
695,True
696,True
697,False
698,True
699,True
700,False
701,True
702,False
703,False
704,False
705,False
706,True
707,False
708,True
709,True
710,False
711,True
712,False
713,False
714,False
715,True
716,False
717,False
718,False
719,False
720,False
721,False
722,True
723,True
724,False
725,True
726,True
727,False
728,False
729,True
730,True
731,True
732,False
733,False
734,False
735,True
736,True
737,True
738,False
739,False
740,False
741,True
742,False
743,False
744,False
745,True
746,True
747,False
748,False
749,True
750,True
751,False
752,False
753,False
754,False
755,False
756,False
757,True
758,False
759,False
760,False
761,False
762,False
763,True
764,True
765,False
766,True
767,True
768,False
769,False
770,True
771,False
772,False
773,False
774,False
775,False
776,True
777,False
778,False
779,False
780,True
781,False
782,False
783,False
784,True
785,False
786,False
787,False
788,False
789,True
790,False
791,False
792,False
793,False
794,False
795,True
796,False
797,True
798,False
799,False
800,False
801,False
802,True
803,False
804,False
805,True
806,True
807,True
808,False
809,False
810,True
811,False
812,True
813,True
814,False
815,True
816,True
817,True
818,True
819,True
820,False
821,False
822,True
823,True
824,True
825,True
826,True
827,False
828,False
829,False
830,False
831,True
832,False
833,True
834,True
835,True
836,False
837,True
838,False
839,False
840,True
841,False
842,False
843,False
844,True
845,False
846,True
847,False
848,True
849,True
850,False
851,False
852,False
853,False
854,False
855,False
856,False
857,False
858,True
859,False
860,False
861,False
862,True
863,False
864,True
865,True
866,False
867,False
868,False
869,False
870,True
871,False
872,False
873,False
874,False
875,True
876,True
877,False
878,False
879,True
880,False
881,False
882,False
883,False
884,False
885,False
886,False
887,False
888,False
889,False
890,True
891,True
892,False
893,False
894,True
895,False
896,False
897,True
898,False
899,False
900,False
901,False
902,False
903,True
904,False
905,False
906,False
907,False
908,False
909,False
910,True
911,False
912,False
913,False
914,True
915,True
916,False
917,False
918,False
919,True
920,False
921,False
922,True
923,False
924,False
925,False
926,False
927,False
928,False
929,False
930,True
931,True
932,True
933,True
934,False
935,False
936,False
937,False
938,False
939,False
940,True
941,False
942,False
943,True
944,True
945,False
946,False
947,False
948,False
949,False
950,False
951,True
952,True
953,True
954,True
955,False
956,True
957,False
958,False
959,False
960,False
961,False
962,True
963,True
964,True
965,True
966,False
967,False
968,False
969,True
970,False
971,True
972,False
973,False
974,False
975,True
976,True
977,True
978,True
979,False
980,True
981,False
982,True
983,True
984,True
985,True
986,False
987,True
988,False
989,False
990,False
991,False
992,False
993,False
994,True
995,True
996,False
997,False
998,True
999,True
1000,True
1001,False
1002,True
1003,False
1004,True
1005,False
1006,True
1007,True
1008,False
1009,False
1010,False
1011,False
1012,True
1013,True
1014,True
1015,True
1016,False
1017,True
1018,False
1019,False
1020,False
1021,True
1022,False
1023,False
1024,False
1025,False
1026,True
1027,False
1028,False
1029,False
1030,False
1031,True
1032,False
1033,False
1034,True
1035,False
1036,False
1037,True
1038,True
1039,False
1040,False
1041,False
1042,True
1043,False
1044,True
1045,True
1046,False
1047,False
1048,False
1049,True
1050,True
1051,False
1052,False
1053,False
1054,True
1055,False
1056,False
1057,False
1058,True
1059,False
1060,True
1061,False
1062,False
1063,False
1064,False
1065,True
1066,False
1067,False
1068,False
1069,False
1070,True
1071,False
1072,True
1073,True
1074,False
1075,True
1076,True
1077,True
1078,False
1079,False
1080,True
1081,False
1082,True
1083,False
1084,False
1085,False
1086,True
1087,False
1088,False
1089,True
1090,True
1091,True
1092,False
1093,False
1094,False
1095,False
1096,False
1097,False
1098,True
1099,False
1100,True
1101,True
1102,True
1103,True
1104,False
1105,True
1106,True
1107,False
1108,False
1109,False
1110,True
1111,True
1112,True
1113,False
1114,True
1115,False
1116,True
1117,False
1118,True
1119,False
1120,False
1121,True
1122,False
1123,False
1124,False
1125,True
1126,False
1127,False
1128,False
1129,False
1130,False
1131,False
1132,False
1133,True
1134,True
1135,True
1136,True
1137,False
1138,False
1139,True
1140,False
1141,False
1142,True
1143,True
1144,False
1145,True
1146,False
1147,False
1148,True
1149,True
1150,True
1151,True
1152,False
1153,True
1154,True
1155,True
1156,True
1157,False
1158,True
1159,False
1160,False
1161,False
1162,True
1163,True
1164,False
1165,False
1166,False
1167,True
1168,True
1169,True
1170,False
1171,True
1172,False
1173,False
1174,True
1175,False
1176,True
1177,False
1178,True
1179,False
1180,True
1181,False
1182,False
1183,False
1184,True
1185,True
1186,True
1187,False
1188,True
1189,False
1190,True
1191,True
1192,True
1193,False
1194,False
1195,False
1196,False
1197,False
1198,False
1199,False
1200,False
1201,False
1202,False
1203,False
1204,False
1205,True
1206,True
1207,False
1208,True
1209,True
1210,True
1211,False
1212,True
1213,True
1214,False
1215,False
1216,True
1217,False
1218,True
1219,True
1220,False
1221,False
1222,True
1223,True
1224,True
1225,False
1226,False
1227,False
1228,False
1229,True
1230,True
1231,False
1232,True
1233,True
1234,False
1235,True
1236,False
1237,False
1238,True
1239,True
1240,True
1241,True
1242,False
1243,False
1244,False
1245,True
1246,True
1247,True
1248,False
1249,True
1250,False
1251,False
1252,False
1253,False
1254,False
1255,True
1256,False
1257,True
1258,False
1259,False
1260,False
1261,False
1262,True
1263,True
1264,True
1265,False
1266,True
1267,False
1268,False
1269,False
1270,False
1271,False
1272,False
1273,False
1274,True
1275,False
1276,True
1277,False
1278,False
1279,False
1280,True
1281,False
1282,False
1283,True
1284,True
1285,False
1286,False
1287,True
1288,True
1289,True
1290,True
1291,False
1292,False
1293,False
1294,True
1295,False
1296,False
1297,False
1298,True
1299,True
1300,True
1301,True
1302,False
1303,False
1304,False
1305,True
1306,False
1307,True
1308,False
1309,False
1310,True
1311,True
1312,True
1313,True
1314,False
1315,False
1316,False
1317,True
1318,False
1319,True
1320,False
1321,True
1322,False
1323,False
1324,False
1325,True
1326,True
1327,True
1328,False
1329,True
1330,True
1331,True
1332,True
1333,True
1334,False
1335,True
1336,False
1337,False
1338,True
1339,True
1340,False
1341,True
1342,True
1343,False
1344,False
1345,False
1346,False
1347,True
1348,False
1349,True
1350,True
1351,True
1352,True
1353,False
1354,True
1355,False
1356,False
1357,True
1358,True
1359,False
1360,True
1361,False
1362,False
1363,True
1364,False
1365,True
1366,False
1367,True
1368,True
1369,True
1370,True
1371,False
1372,True
1373,False
1374,False
1375,False
1376,False
1377,True
1378,False
1379,True
1380,True
1381,False
1382,False
1383,True
1384,False
1385,True
1386,True
1387,False
1388,True
1389,False
1390,False
1391,True
1392,False
1393,False
1394,False
1395,True
1396,False
1397,False
1398,False
1399,False
1400,False
1401,False
1402,True
1403,False
1404,True
1405,False
1406,True
1407,False
1408,False
1409,False
1410,True
1411,False
1412,False
1413,True
1414,True
1415,True
1416,False
1417,False
1418,True
1419,False
1420,True
1421,False
1422,False
1423,False
1424,True
1425,False
1426,True
1427,True
1428,False
1429,True
1430,True
1431,False
1432,False
1433,False
1434,False
1435,False
1436,False
1437,False
1438,True
1439,False
1440,False
1441,False
1442,False
1443,False
1444,False
1445,False
1446,False
1447,False
1448,True
1449,True
1450,True
1451,False
1452,False
1453,False
1454,False
1455,False
1456,False
1457,False
1458,True
1459,False
1460,False
1461,True
1462,True
1463,False
1464,True
1465,True
1466,False
1467,True
1468,True
1469,False
1470,True
1471,False
1472,True
1473,False
1474,True
1475,False
1476,True
1477,False
1478,False
1479,True
1480,False
1481,True
1482,False
1483,False
1484,False
1485,True
1486,True
1487,True
1488,True
1489,True
1490,True
1491,False
1492,False
1493,False
1494,True
1495,False
1496,False
1497,True
1498,True
1499,False
1500,False
1501,False
1502,True
1503,False
1504,False
1505,False
1506,False
1507,True
1508,False
1509,True
1510,True
1511,False
1512,False
1513,True
1514,False
1515,False
1516,True
1517,False
1518,True
1519,False
1520,False
1521,True
1522,False
1523,False
1524,False
1525,True
1526,False
1527,True
1528,True
1529,False
1530,False
1531,False
1532,False
1533,True
1534,True
1535,False
1536,False
1537,False
1538,False
1539,False
1540,True
1541,False
1542,False
1543,False
1544,False
1545,False
1546,False
1547,False
1548,False
1549,False
1550,False
1551,False
1552,False
1553,False
1554,True
1555,False
1556,False
1557,False
1558,True
1559,False
1560,False
1561,False
1562,True
1563,True
1564,False
1565,True
1566,False
1567,False
1568,True
1569,True
1570,False
1571,True
1572,True
1573,False
1574,True
1575,False
1576,False
1577,True
1578,True
1579,False
1580,False
1581,False
1582,True
1583,True
1584,False
1585,False
1586,False
1587,True
1588,False
1589,False
1590,False
1591,True
1592,False
1593,True
1594,True
1595,True
1596,False
1597,False
1598,False
1599,False
1600,True
1601,True
1602,True
1603,False
1604,False
1605,False
1606,False
1607,False
1608,True
1609,True
1610,False
1611,True
1612,False
1613,False
1614,False
1615,False
1616,True
1617,False
1618,False
1619,False
1620,False
1621,True
1622,False
1623,False
1624,False
1625,False
1626,True
1627,False
1628,False
1629,True
1630,False
1631,False
1632,False
1633,False
1634,False
1635,False
1636,True
1637,True
1638,False
1639,False
1640,True
1641,False
1642,False
1643,True
1644,False
1645,False
1646,False
1647,False
1648,False
1649,False
1650,True
1651,False
1652,True
1653,False
1654,False
1655,True
1656,False
1657,False
1658,False
1659,True
1660,False
1661,False
1662,False
1663,True
1664,False
1665,False
1666,False
1667,False
1668,True
1669,True
1670,False
1671,True
1672,True
1673,False
1674,False
1675,False
1676,False
1677,False
1678,False
1679,True
1680,False
1681,False
1682,True
1683,False
1684,False
1685,False
1686,True
1687,False
1688,False
1689,False
1690,False
1691,False
1692,False
1693,True
1694,False
1695,False
1696,True
1697,True
1698,False
1699,True
1700,False
1701,False
1702,False
1703,True
1704,False
1705,False
1706,True
1707,False
1708,False
1709,False
1710,False
1711,False
1712,True
1713,True
1714,True
1715,False
1716,False
1717,False
1718,True
1719,False
1720,False
1721,True
1722,False
1723,False
1724,True
1725,False
1726,False
1727,False
1728,False
1729,True
1730,False
1731,True
1732,True
1733,False
1734,True
1735,False
1736,True
1737,True
1738,True
1739,False
1740,False
1741,True
1742,False
1743,False
1744,True
1745,True
1746,False
1747,False
1748,False
1749,False
1750,True
1751,True
1752,True
1753,True
1754,False
1755,False
1756,False
1757,True
1758,True
1759,False
1760,False
1761,False
1762,True
1763,False
1764,False
1765,True
1766,False
1767,True
1768,False
1769,False
1770,False
1771,False
1772,False
1773,False
1774,True
1775,False
1776,True
1777,False
1778,True
1779,False
1780,False
1781,False
1782,True
1783,False
1784,False
1785,True
1786,False
1787,False
1788,False
1789,True
1790,True
1791,True
1792,False
1793,False
1794,False
1795,False
1796,False
1797,True
1798,False
1799,True
1800,True
1801,False
1802,False
1803,False
1804,False
1805,True
1806,True
1807,False
1808,False
1809,False
1810,False
1811,True
1812,True
1813,False
1814,True
1815,True
1816,True
1817,False
1818,False
1819,False
1820,True
1821,True
1822,False
1823,False
1824,False
1825,False
1826,False
1827,False
1828,False
1829,False
1830,True
1831,False
1832,True
1833,False
1834,True
1835,True
1836,True
1837,False
1838,True
1839,False
1840,False
1841,False
1842,False
1843,False
1844,False
1845,False
1846,False
1847,True
1848,False
1849,True
1850,True
1851,False
1852,False
1853,False
1854,False
1855,False
1856,True
1857,False
1858,True
1859,True
1860,False
1861,False
1862,False
1863,False
1864,False
1865,True
1866,True
1867,True
1868,True
1869,True
1870,False
1871,True
1872,True
1873,False
1874,True
1875,True
1876,False
1877,True
1878,False
1879,False
1880,False
1881,True
1882,True
1883,False
1884,True
1885,True
1886,False
1887,True
1888,False
1889,False
1890,True
1891,True
1892,False
1893,False
1894,False
1895,True
1896,False
1897,False
1898,True
1899,False
1900,False
1901,False
1902,False
1903,False
1904,True
1905,False
1906,True
1907,True
1908,False
1909,False
1910,True
1911,False
1912,False
1913,False
1914,False
1915,False
1916,False
1917,False
1918,False
1919,False
1920,True
1921,True
1922,True
1923,True
1924,False
1925,True
1926,False
1927,False
1928,False
1929,False
1930,True
1931,False
1932,True
1933,False
1934,True
1935,False
1936,False
1937,False
1938,False
1939,False
1940,True
1941,True
1942,False
1943,True
1944,True
1945,True
1946,False
1947,True
1948,True
1949,True
1950,True
1951,False
1952,True
1953,False
1954,True
1955,True
1956,False
1957,False
1958,False
1959,False
1960,True
1961,True
1962,False
1963,False
1964,False
1965,False
1966,True
1967,False
1968,False
1969,False
1970,False
1971,False
1972,False
1973,True
1974,False
1975,False
1976,True
1977,False
1978,True
1979,False
1980,True
1981,True
1982,False
1983,False
1984,True
1985,False
1986,False
1987,False
1988,False
1989,False
1990,False
1991,False
1992,False
1993,True
1994,True
1995,False
1996,True
1997,True
1998,False
1999,False
2000,False
2001,False
2002,False
2003,False
2004,False
2005,False
2006,True
2007,True
2008,False
2009,False
2010,False
2011,True
2012,True
2013,False
2014,False
2015,False
2016,False
2017,True
2018,False
2019,False
2020,False
2021,True
2022,True
2023,False
2024,False
2025,True
2026,True
2027,False
2028,False
2029,True
2030,False
2031,True
2032,True
2033,False
2034,True
2035,False
2036,False
2037,True
2038,False
2039,False
2040,True
2041,False
2042,False
2043,True
2044,True
2045,False
2046,False
2047,False
2048,False
2049,False
2050,True
2051,True
2052,False
2053,False
2054,False
2055,True
2056,True
2057,False
2058,False
2059,False
2060,False
2061,False
2062,False
2063,False
2064,False
2065,True
2066,True
2067,False
2068,False
2069,True
2070,True
2071,False
2072,False
2073,False
2074,False
2075,False
2076,False
2077,False
2078,True
2079,False
2080,False
2081,False
2082,False
2083,True
2084,False
2085,False
2086,False
2087,True
2088,False
2089,False
2090,False
2091,False
2092,True
2093,False
2094,False
2095,True
2096,False
2097,False
2098,False
2099,False
2100,False
2101,True
2102,True
2103,False
2104,True
2105,False
2106,False
2107,False
2108,False
2109,True
2110,False
2111,True
2112,False
2113,False
2114,False
2115,True
2116,True
2117,False
2118,False
2119,True
2120,True
2121,False
2122,False
2123,True
2124,False
2125,False
2126,False
2127,False
2128,False
2129,False
2130,False
2131,False
2132,False
2133,False
2134,False
2135,False
2136,True
2137,False
2138,True
2139,False
2140,True
2141,False
2142,False
2143,False
2144,True
2145,True
2146,True
2147,False
2148,False
2149,True
2150,False
2151,True
2152,False
2153,True
2154,False
2155,False
2156,True
2157,True
2158,True
2159,False
2160,True
2161,True
2162,False
2163,True
2164,False
2165,False
2166,True
2167,False
2168,True
2169,False
2170,True
2171,False
2172,False
2173,False
2174,False
2175,False
2176,False
2177,True
2178,False
2179,True
2180,True
2181,False
2182,False
2183,False
2184,False
2185,True
2186,False
2187,False
2188,False
2189,False
2190,False
2191,False
2192,False
2193,False
2194,True
2195,True
2196,False
2197,False
2198,False
2199,False
2200,True
2201,False
2202,True
2203,False
2204,True
2205,False
2206,False
2207,False
2208,False
2209,True
2210,False
2211,True
2212,False
2213,True
2214,False
2215,False
2216,False
2217,False
2218,False
2219,True
2220,False
2221,True
2222,False
2223,True
2224,True
2225,False
2226,False
2227,False
2228,False
2229,True
2230,True
2231,False
2232,True
2233,True
2234,False
2235,False
2236,False
2237,True
2238,True
2239,True
2240,False
2241,False
2242,True
2243,True
2244,False
2245,False
2246,False
2247,True
2248,False
2249,False
2250,True
2251,False
2252,False
2253,True
2254,True
2255,False
2256,True
2257,True
2258,False
2259,False
2260,True
2261,True
2262,True
2263,False
2264,False
2265,True
2266,False
2267,True
2268,False
2269,True
2270,True
2271,False
2272,False
2273,False
2274,False
2275,False
2276,True
2277,False
2278,False
2279,True
2280,False
2281,False
2282,False
2283,False
2284,False
2285,True
2286,False
2287,False
2288,True
2289,False
2290,True
2291,True
2292,True
2293,False
2294,False
2295,True
2296,True
2297,True
2298,False
2299,False
2300,False
2301,False
2302,False
2303,False
2304,True
2305,True
2306,False
2307,True
2308,True
2309,True
2310,False
2311,False
2312,False
2313,False
2314,False
2315,True
2316,False
2317,True
2318,False
2319,False
2320,True
2321,True
2322,False
2323,False
2324,True
2325,True
2326,False
2327,False
2328,True
2329,False
2330,True
2331,True
2332,True
2333,True
2334,False
2335,False
2336,False
2337,True
2338,True
2339,False
2340,True
2341,False
2342,False
2343,False
2344,True
2345,True
2346,False
2347,True
2348,True
2349,True
2350,True
2351,True
2352,False
2353,False
2354,True
2355,False
2356,False
2357,True
2358,False
2359,False
2360,False
2361,False
2362,False
2363,False
2364,False
2365,True
2366,True
2367,False
2368,False
2369,True
2370,False
2371,False
2372,False
2373,False
2374,False
2375,False
2376,False
2377,False
2378,True
2379,True
2380,True
2381,True
2382,True
2383,False
2384,False
2385,False
2386,False
2387,False
2388,False
2389,False
2390,False
2391,True
2392,False
2393,True
2394,False
2395,True
2396,False
2397,True
2398,False
2399,False
2400,False
2401,True
2402,True
2403,True
2404,True
2405,False
2406,True
2407,True
2408,True
2409,True
2410,False
2411,True
2412,False
2413,True
2414,True
2415,False
2416,True
2417,True
2418,True
2419,False
2420,False
2421,False
2422,True
2423,False
2424,False
2425,True
2426,False
2427,False
2428,False
2429,True
2430,False
2431,True
2432,True
2433,False
2434,False
2435,False
2436,False
2437,True
2438,False
2439,True
2440,True
2441,False
2442,False
2443,False
2444,False
2445,False
2446,False
2447,False
2448,True
2449,False
2450,True
2451,False
2452,False
2453,True
2454,False
2455,False
2456,False
2457,True
2458,True
2459,False
2460,False
2461,True
2462,False
2463,False
2464,False
2465,False
2466,True
2467,True
2468,False
2469,True
2470,False
2471,False
2472,True
2473,False
2474,False
2475,False
2476,False
2477,True
2478,False
2479,True
2480,False
2481,True
2482,True
2483,False
2484,False
2485,True
2486,True
2487,True
2488,False
2489,False
2490,False
2491,False
2492,True
2493,True
2494,False
2495,False
2496,False
2497,True
2498,False
2499,True
2500,False
2501,True
2502,False
2503,False
2504,False
2505,True
2506,False
2507,True
2508,False
2509,False
2510,False
2511,False
2512,False
2513,False
2514,False
2515,False
2516,False
2517,True
2518,False
2519,True
2520,False
2521,False
2522,True
2523,False
2524,True
2525,False
2526,False
2527,True
2528,True
2529,True
2530,False
2531,True
2532,False
2533,False
2534,False
2535,True
2536,False
2537,False
2538,False
2539,False
2540,True
2541,True
2542,True
2543,False
2544,False
2545,False
2546,False
2547,True
2548,True
2549,False
2550,False
2551,True
2552,False
2553,False
2554,False
2555,True
2556,False
2557,False
2558,False
2559,False
2560,False
2561,True
2562,False
2563,False
2564,False
2565,False
2566,True
2567,True
2568,False
2569,True
2570,False
2571,False
2572,True
2573,False
2574,False
2575,True
2576,False
2577,False
2578,True
2579,False
2580,False
2581,True
2582,False
2583,False
2584,False
2585,True
2586,False
2587,True
2588,False
2589,False
2590,True
2591,False
2592,True
2593,False
2594,False
2595,True
2596,False
2597,False
2598,False
2599,True
2600,False
2601,True
2602,False
2603,True
2604,True
2605,False
2606,False
2607,True
2608,False
2609,False
2610,False
2611,False
2612,False
2613,True
2614,False
2615,True
2616,False
2617,False
2618,False
2619,False
2620,True
2621,True
2622,True
2623,True
2624,True
2625,True
2626,False
2627,True
2628,False
2629,True
2630,False
2631,False
2632,True
2633,False
2634,False
2635,True
2636,True
2637,True
2638,False
2639,False
2640,False
2641,True
2642,True
2643,False
2644,True
2645,True
2646,False
2647,True
2648,False
2649,False
2650,False
2651,False
2652,True
2653,False
2654,False
2655,False
2656,False
2657,False
2658,False
2659,True
2660,True
2661,True
2662,True
2663,True
2664,True
2665,True
2666,False
2667,False
2668,True
2669,False
2670,True
2671,True
2672,False
2673,True
2674,True
2675,True
2676,True
2677,True
2678,True
2679,False
2680,False
2681,False
2682,False
2683,False
2684,False
2685,True
2686,True
2687,False
2688,True
2689,True
2690,False
2691,False
2692,False
2693,True
2694,True
2695,True
2696,False
2697,True
2698,True
2699,True
2700,True
2701,False
2702,False
2703,True
2704,False
2705,False
2706,False
2707,False
2708,True
2709,True
2710,True
2711,False
2712,False
2713,False
2714,False
2715,False
2716,False
2717,True
2718,False
2719,True
2720,True
2721,False
2722,False
2723,True
2724,False
2725,True
2726,False
2727,True
2728,False
2729,True
2730,False
2731,False
2732,False
2733,False
2734,False
2735,True
2736,True
2737,False
2738,False
2739,False
2740,True
2741,False
2742,True
2743,False
2744,False
2745,False
2746,True
2747,False
2748,True
2749,True
2750,True
2751,False
2752,True
2753,False
2754,True
2755,True
2756,False
2757,False
2758,False
2759,True
2760,True
2761,False
2762,True
2763,False
2764,False
2765,False
2766,False
2767,False
2768,True
2769,False
2770,True
2771,False
2772,False
2773,False
2774,False
2775,False
2776,True
2777,False
2778,False
2779,False
2780,True
2781,True
2782,True
2783,True
2784,False
2785,False
2786,False
2787,True
2788,False
2789,False
2790,False
2791,True
2792,True
2793,False
2794,True
2795,True
2796,True
2797,False
2798,True
2799,False
2800,True
2801,True
2802,True
2803,False
2804,False
2805,False
2806,True
2807,True
2808,True
2809,False
2810,True
2811,False
2812,True
2813,False
2814,False
2815,False
2816,True
2817,True
2818,False
2819,True
2820,False
2821,True
2822,True
2823,False
2824,False
2825,True
2826,True
2827,False
2828,False
2829,False
2830,False
2831,True
2832,False
2833,False
2834,False
2835,True
2836,False
2837,True
2838,False
2839,False
2840,False
2841,False
2842,True
2843,False
2844,False
2845,True
2846,True
2847,False
2848,True
2849,True
2850,False
2851,False
2852,True
2853,False
2854,False
2855,False
2856,False
2857,True
2858,False
2859,False
2860,False
2861,False
2862,False
2863,True
2864,False
2865,True
2866,False
2867,True
2868,False
2869,False
2870,False
2871,False
2872,True
2873,True
2874,True
2875,False
2876,False
2877,True
2878,True
2879,False
2880,True
2881,True
2882,False
2883,True
2884,True
2885,True
2886,True
2887,False
2888,True
2889,False
2890,True
2891,False
2892,False
2893,False
2894,True
2895,False
2896,True
2897,True
2898,False
2899,False
2900,True
2901,False
2902,False
2903,False
2904,False
2905,True
2906,True
2907,False
2908,False
2909,True
2910,False
2911,False
2912,False
2913,False
2914,True
2915,False
2916,False
2917,True
2918,False
2919,False
2920,False
2921,True
2922,False
2923,True
2924,False
2925,True
2926,False
2927,True
2928,True
2929,True
2930,False
2931,False
2932,False
2933,True
2934,False
2935,False
2936,False
2937,False
2938,False
2939,False
2940,True
2941,False
2942,True
2943,False
2944,False
2945,False
2946,False
2947,False
2948,False
2949,True
2950,False
2951,True
2952,True
2953,False
2954,False
2955,False
2956,True
2957,True
2958,False
2959,True
2960,True
2961,False
2962,True
2963,True
2964,False
2965,True
2966,True
2967,False
2968,True
2969,False
2970,False
2971,False
2972,False
2973,True
2974,False
2975,True
2976,False
2977,False
2978,False
2979,False
2980,False
2981,False
2982,False
2983,True
2984,True
2985,False
2986,True
2987,False
2988,True
2989,True
2990,True
2991,True
2992,False
2993,True
2994,True
2995,False
2996,False
2997,False
