,SeriousDlqin2yrs
1283,0
1284,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1295,0
1296,0
1297,1
1298,0
1300,1
1301,0
1302,0
1304,0
1305,0
1306,0
1307,0
1312,1
1314,1
1315,0
1318,0
1319,0
1320,0
1321,0
1325,0
1326,0
1327,0
1329,0
1332,0
1333,0
1335,0
1336,0
1338,0
1339,1
1340,1
1341,0
1343,0
1346,0
1347,0
1348,0
1349,0
1351,0
1352,0
1353,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1364,0
1365,0
1366,0
1369,0
1371,0
1373,0
1374,0
1375,0
1376,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1390,0
1394,0
1397,0
1399,0
1400,0
1401,1
1403,0
1404,0
1405,1
1406,0
1407,0
1408,0
1410,0
1411,0
1413,0
1414,0
1416,0
1417,0
1418,0
1420,0
1421,0
1422,0
1423,1
1424,0
1425,0
1427,0
1428,0
1429,0
1430,0
1433,0
1434,0
1437,0
1440,0
1441,0
1442,0
1445,0
1446,0
1447,0
1449,0
1452,0
1453,0
1456,0
1458,0
1461,0
1462,0
1463,0
1465,1
1467,0
1470,0
1471,0
1472,0
1473,0
1474,0
1476,0
1477,0
1478,0
1479,0
1481,0
1482,0
1485,0
1487,0
1488,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1503,0
1506,0
1508,0
1509,0
1510,0
1513,0
1515,0
1516,0
1517,0
1518,0
1519,0
1521,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1531,0
1532,0
1533,0
1536,0
1537,0
1540,0
1542,0
1545,0
1546,0
1548,0
1550,0
1551,0
1552,0
1554,0
1556,0
1557,0
1558,0
1559,0
1560,0
1568,0
1570,0
1571,0
1572,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1582,0
1584,0
1586,0
1587,0
1588,0
1591,0
1593,0
1595,0
1596,0
1597,0
1600,1
1602,0
1603,0
1605,0
1608,0
1615,1
1620,0
1621,0
1622,0
1623,0
1625,0
1626,0
1627,0
1629,0
1630,0
1632,0
1633,0
1635,0
1636,0
1638,0
1639,0
1641,0
1642,0
1644,0
1645,0
1649,1
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1661,0
1662,0
1664,0
1665,0
1668,0
1674,0
1675,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1684,0
1686,0
1688,0
1690,0
1691,0
1693,0
1695,0
1696,0
1698,0
1699,0
1702,0
1704,0
1705,0
1706,0
1707,0
1709,0
1712,0
1713,0
1714,1
1715,0
1716,0
1717,0
1720,0
1721,0
1723,0
1725,0
1726,0
1728,0
1730,0
1733,0
1735,0
1737,0
1740,0
1742,0
1743,0
1744,0
1745,0
1748,0
1749,0
1750,0
1752,0
1753,0
1754,0
1755,0
1756,0
1759,0
1760,0
1762,0
1763,0
1764,0
1767,1
1771,1
1773,0
1775,0
1777,0
1780,0
1781,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1791,0
1794,0
1795,0
1797,1
1799,0
1803,0
1805,0
1806,0
1807,0
1808,0
1809,0
1811,0
1813,0
1814,0
1815,0
1816,0
1819,0
1821,0
1823,0
1824,0
1826,0
1827,1
1828,0
1829,0
1830,0
1831,0
1834,0
1836,0
1837,0
1839,1
1840,0
1843,0
1844,0
1845,0
1846,1
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1855,0
1856,0
1857,0
1859,0
1861,0
1863,0
1865,0
1866,0
1868,0
1869,0
1874,0
1877,0
1878,1
1879,0
1880,0
1881,0
1885,0
1886,0
1887,0
1889,0
1890,0
1893,0
1900,0
1903,0
1904,0
1905,0
1906,0
1909,0
1910,1
1911,0
1912,1
1914,0
1915,0
1916,0
1919,0
1920,0
1921,0
1922,0
1923,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1932,0
1933,0
1934,0
1936,0
1937,0
1939,0
1942,0
1944,0
1945,0
1947,0
1950,0
1952,0
1953,0
1955,0
1960,0
1961,0
1962,0
1963,0
1964,0
1966,0
1967,0
1968,0
1971,0
1972,0
1974,0
1977,0
1978,1
1979,0
1981,0
1982,0
1984,0
1985,0
1987,0
1988,0
1993,0
1996,0
1997,0
1998,0
2003,0
2004,0
2005,0
2006,0
2008,0
2010,0
2012,0
2018,0
2019,0
2020,0
2021,0
2025,1
2029,0
2031,0
2032,0
2033,1
2034,0
2035,0
2036,0
2039,0
2040,0
2042,0
2043,1
2044,0
2045,0
2048,0
2049,0
2050,0
2051,0
2053,0
2055,0
2056,0
2057,0
2058,0
2060,0
2061,0
2064,0
2065,0
2066,0
2067,0
2070,1
2071,0
2072,0
2074,0
2076,0
2078,0
2080,0
2082,1
2084,0
2085,0
2086,0
2089,0
2090,0
2091,0
2093,0
2096,0
2097,1
2098,0
2100,0
2101,0
2102,0
2105,0
2106,1
2109,0
2110,0
2115,0
2117,0
2119,0
2121,0
2122,0
2123,0
2124,0
2127,0
2128,0
2129,0
2130,0
2133,0
2134,0
2136,0
2137,0
2138,0
2140,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2151,0
2152,1
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2162,0
2165,0
2166,0
2167,0
2170,0
2172,0
2173,0
2174,0
2175,0
2178,0
2179,0
2181,0
2188,0
2190,0
2194,0
2196,0
2197,0
2198,0
2200,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2209,0
2210,0
2211,0
2214,0
2218,0
2220,1
2221,0
2223,0
2224,0
2227,0
2229,0
2231,0
2234,0
2236,0
2240,0
2241,0
2244,0
2245,0
2246,0
2248,0
2250,0
2256,0
2257,0
2258,0
2259,0
2260,0
2262,0
2263,0
2264,0
2265,0
2267,0
2268,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2277,0
2278,1
2279,1
2282,0
2285,0
2286,0
2288,0
2290,0
2291,0
2292,0
2293,0
2294,0
2296,0
2298,0
2300,0
2302,0
2304,0
2305,0
2306,0
2307,0
2309,0
2310,0
2311,0
2313,0
2314,1
2315,1
2316,0
2317,0
2318,1
2320,0
2321,0
2322,0
2324,1
2326,0
2327,0
2328,0
2330,0
2331,0
2334,0
2335,0
2337,1
2338,0
2339,0
2340,1
2341,0
2342,0
2344,0
2345,0
2347,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2357,0
2359,0
2360,0
2361,0
2362,0
2363,0
2366,0
2368,0
2369,0
2370,0
2372,0
2373,0
2374,0
2375,0
2377,0
2378,0
2380,0
2382,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2396,0
2398,0
2400,0
2401,0
2402,0
2406,0
2409,1
2410,0
2412,0
2413,0
2414,0
2415,0
2416,0
2418,0
2420,0
2422,0
2424,0
2426,0
2432,0
2433,0
2435,0
2436,1
2437,0
2439,0
2441,0
2442,0
2444,0
2446,0
2449,0
2451,0
2452,0
2454,0
2455,0
2456,0
2457,0
2460,0
2463,0
2464,1
2465,0
2466,0
2468,0
2469,0
2471,0
2473,0
2475,0
2477,1
2479,0
2480,0
2482,0
2485,0
2486,0
2488,0
2489,0
2490,1
2491,0
2493,0
2495,0
2497,0
2498,0
2499,0
2501,0
2502,0
2503,0
2504,0
2506,0
2507,0
2508,0
2509,0
2511,0
2512,0
2513,0
2514,0
2516,0
2519,0
2521,0
2523,0
2526,0
2527,0
2530,0
2532,0
2534,0
2535,0
2536,0
2539,0
2543,0
2544,0
2545,0
2546,0
2548,0
2549,0
2550,0
2551,0
2553,0
2554,0
2557,0
2559,0
2560,1
2561,1
2562,0
2565,0
2566,0
2568,0
2569,0
2570,0
2572,0
2575,0
2576,0
2578,0
2579,0
2580,0
2581,0
2586,0
2587,0
2590,0
2592,0
2593,0
2595,0
2596,0
2598,0
2599,0
2600,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2617,0
2618,0
2621,0
2622,0
2624,0
2625,0
2626,0
2628,0
2629,0
2630,0
2631,0
2633,0
2636,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2649,0
2652,0
2654,0
2655,0
2658,0
2659,0
2661,0
2663,0
2664,0
2666,0
2667,0
2668,0
2669,0
2672,0
2673,0
2674,0
2676,0
2677,1
2678,0
2682,0
2684,0
2685,0
2686,0
2687,0
2689,0
2690,0
2691,0
2693,0
2694,0
2696,0
2697,0
2699,0
2700,0
2701,0
2706,0
2708,1
2709,0
2712,0
2713,0
2715,0
2718,0
2719,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2729,0
2730,0
2731,0
2732,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2742,0
2745,0
2751,0
2753,0
2754,0
2757,0
2758,0
2759,0
2760,0
2762,0
2764,0
2766,0
2768,0
2769,0
2771,0
2772,0
2773,0
2775,0
2776,0
2778,0
2779,0
2780,0
2783,0
2784,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2795,0
2796,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2808,0
2809,0
2810,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2823,0
2824,1
2826,0
2828,0
2830,0
2831,0
2835,0
2837,0
2839,0
2840,0
2841,0
2843,0
2844,0
2845,0
2846,0
2847,0
2851,0
2852,0
2854,0
2855,0
2857,0
2858,0
2859,0
2861,0
2863,0
2864,0
2866,0
2867,0
2869,0
2870,0
2871,0
2874,0
2875,0
2876,0
2878,0
2880,0
2881,0
2883,0
2884,0
2887,0
2888,0
2891,0
2892,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2905,0
2906,0
2910,0
2912,0
2914,0
2915,0
2917,0
2918,0
2920,0
2921,0
2924,0
2925,0
2927,0
2928,0
2930,0
2932,1
2936,0
2940,0
2941,0
2943,0
2945,1
2946,0
2947,0
2948,0
2949,1
2952,0
2953,0
2955,0
2961,0
2962,0
2963,0
2965,0
2970,0
2971,1
2973,0
2974,0
2976,0
2977,0
2978,0
2979,0
2980,0
2982,0
2983,0
2984,0
2986,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2995,0
2996,0
2997,0
2998,0
3000,0
3003,1
3006,0
3008,0
3009,0
3011,1
3012,0
3014,0
3015,0
3016,0
3017,0
3019,0
3020,1
3021,0
3022,0
3023,0
3024,0
3026,1
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3035,0
3037,0
3039,0
3040,1
3041,0
3042,0
3044,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3053,0
3054,0
3056,1
3057,0
3059,0
3061,0
3062,0
3063,0
3065,0
3067,0
3068,0
3069,0
3070,0
3072,0
3073,0
3074,0
3075,0
3078,0
3080,0
3081,0
3082,0
3083,0
3085,0
3087,0
3088,0
3089,0
3090,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3101,0
3102,0
3103,1
3104,0
3105,0
3106,0
3107,0
3109,1
3111,1
3113,0
3115,0
3117,0
3118,0
3119,0
3120,0
3121,0
3125,0
3126,0
3128,0
3130,0
3131,0
3132,0
3134,0
3136,0
3137,0
3140,0
3141,0
3145,0
3146,0
3147,0
3148,0
3150,1
3151,0
3152,0
3154,0
3155,0
3156,0
3157,0
3159,0
3161,0
3162,0
3164,0
3165,0
3166,0
3169,0
3171,0
3174,0
3176,0
3177,0
3178,0
3179,0
3182,0
3183,0
3185,0
3186,0
3187,0
3189,0
3192,0
3194,0
3196,0
3199,0
3202,1
3203,0
3205,0
3206,0
3207,0
3209,0
3210,0
3212,0
3213,0
3214,0
3216,0
3218,0
3219,0
3221,0
3222,0
3223,0
3225,1
3226,0
3228,0
3230,0
3231,0
3234,0
3235,0
3236,0
3237,0
3238,0
3241,0
3242,0
3244,0
3245,0
3246,0
3248,0
3250,1
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3260,0
3261,0
3264,0
3267,0
3268,0
3270,0
3271,0
3272,0
3273,0
3277,0
3279,0
3281,0
3282,0
3283,0
3287,0
3293,1
3294,0
3297,0
3298,0
3299,0
3300,0
3301,0
3304,0
3305,0
3306,0
3307,0
3308,0
3310,0
3311,0
3313,0
3314,0
3315,0
3316,0
3317,0
3321,0
3322,1
3324,0
3325,0
3326,0
3327,0
3328,0
3329,0
3330,0
3331,0
3332,0
3336,0
3337,0
3338,0
3342,0
3345,0
3347,0
3348,0
3352,1
3354,0
3355,0
3356,0
3357,0
3358,0
3360,0
3361,0
3363,0
3366,0
3372,0
3373,0
3374,0
3376,0
3377,0
3378,0
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3386,0
3387,0
3389,0
3392,0
3396,0
3397,0
3399,0
3403,0
3406,0
3407,0
3408,0
3409,0
3410,0
3412,0
3413,0
3414,0
3416,0
3417,1
3419,0
3422,0
3424,0
3425,0
3426,0
3427,0
3429,0
3433,0
3435,0
3436,0
3438,0
3439,0
3441,0
3443,0
3444,0
3445,0
3447,0
3449,0
3450,0
3451,0
3454,0
3455,0
3456,0
3457,0
3460,1
3461,0
3462,1
3466,0
3467,0
3468,1
3469,0
3473,0
3475,0
3476,0
3478,0
3479,0
3480,0
3481,0
3484,0
3485,0
3486,0
3487,0
3488,0
3489,0
3491,0
3495,0
3496,0
3498,0
3499,0
3501,1
3502,0
3503,0
3504,0
3505,0
3506,0
3511,0
3512,0
3513,0
3514,0
3516,0
3518,0
3519,0
3521,1
3522,0
3524,0
3527,0
3528,0
3530,0
3531,0
3532,0
3533,0
3535,0
3538,0
3539,0
3540,0
3542,0
3543,0
3544,0
3545,0
3547,1
3549,0
3550,0
3552,0
3553,0
3556,0
3558,0
3559,0
3560,0
3562,0
3564,0
3565,0
3566,0
3567,0
3568,0
3570,0
3571,0
3573,0
3574,0
3577,0
3578,0
3579,0
3581,0
3582,0
3584,0
3585,0
3586,0
3587,0
3590,0
3592,0
3594,0
3596,0
3597,0
3598,0
3600,0
3601,0
3602,1
3605,0
3607,0
3608,0
3609,0
3610,0
3611,0
3613,0
3614,0
3615,0
3616,0
3617,0
3619,0
3621,0
3622,0
3624,0
3625,0
3628,0
3632,0
3633,0
3634,0
3635,0
3639,0
3642,0
3644,0
3646,0
3647,0
3648,0
3650,0
3651,0
3652,1
3654,0
3656,0
3657,0
3661,0
3662,0
3663,0
3665,1
3667,0
3669,0
3675,0
3677,0
3678,1
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3686,0
3687,0
3688,0
3692,0
3693,0
3694,0
3695,0
3697,0
3699,0
3700,0
3703,0
3707,0
3708,0
3709,0
3710,0
3712,1
3713,0
3714,0
3715,0
3716,0
3717,0
3719,0
3721,0
3722,0
3724,0
3725,1
3728,0
3729,0
3731,0
3732,0
3733,0
3735,0
3736,0
3738,0
3740,0
3741,0
3743,0
3744,0
3747,0
3748,1
3750,0
3752,1
3754,0
3756,0
3759,0
3760,0
3761,0
3763,0
3765,0
3766,0
3767,1
3768,0
3769,0
3772,1
3773,0
3777,0
3778,1
3781,0
3782,0
3786,0
3788,0
3789,0
3790,0
3792,0
3794,0
3795,0
3797,0
3798,0
3799,0
3800,0
3802,1
3804,0
3806,0
3807,0
3808,0
3809,0
3811,0
3812,0
3815,0
3816,1
3817,0
3820,0
3822,0
3823,0
3824,0
3830,0
3831,1
3835,0
3836,0
3838,0
3840,0
3841,0
3845,0
3846,0
3847,0
3848,0
3850,0
3852,0
3854,0
3855,0
3856,0
3857,0
3858,0
3862,0
3864,0
3866,1
3870,0
3871,0
3872,0
3874,1
3875,0
3877,0
3878,1
3879,0
3880,0
3883,0
3884,0
3887,0
3888,0
3889,0
3890,0
3892,0
3895,0
3896,0
3898,0
3900,0
3902,0
3905,0
3906,0
3907,0
3909,0
3910,0
3915,0
3916,0
3920,0
3922,0
3924,0
3926,0
3928,0
3929,0
3932,0
3935,0
3938,0
3939,0
3940,0
3941,0
3942,0
3944,0
3945,0
3946,0
3948,0
3952,0
3953,0
3954,0
3956,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3968,0
3969,0
3971,0
3972,0
3973,0
3975,0
3976,0
3979,0
3980,0
3982,0
3985,0
3986,0
3987,0
3992,0
3993,1
3994,0
3997,0
3998,0
3999,0
4000,0
4003,0
4005,1
4010,0
4011,0
4012,0
4015,0
4016,0
4019,1
4021,0
4022,0
4024,0
4026,1
4027,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4038,0
4040,0
4041,0
4042,0
4043,0
4046,0
4047,0
4050,0
4051,0
4052,0
4058,0
4059,0
4060,0
4061,0
4062,0
4065,0
4066,0
4067,1
4069,0
4070,0
4072,0
4073,0
4075,0
4077,0
4078,0
4081,0
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4091,0
4092,0
4093,0
4094,0
4097,0
4099,0
4101,0
4102,0
4103,0
4106,0
4107,0
4108,0
4113,0
4115,0
4116,0
4117,0
4119,0
4120,0
4121,0
4124,0
4126,0
4127,0
4128,0
4130,0
4131,0
4133,1
4134,0
4137,0
4138,0
4140,0
4141,0
4144,0
4148,0
4149,0
4150,0
4151,0
4155,0
4156,0
4158,1
4160,0
4161,0
4163,0
4165,0
4166,0
4168,0
4169,0
4170,0
4171,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4182,0
4185,0
4188,0
4191,0
4192,0
4195,0
4196,0
4198,0
4199,0
4200,0
4204,0
4205,0
4206,0
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4221,0
4222,0
4223,0
4225,0
4226,0
4227,0
4228,0
4229,0
4230,0
4231,0
4232,0
4235,1
4238,0
4239,0
4241,0
4243,0
4245,0
4246,0
4247,1
4248,1
4249,0
4250,0
4251,0
4252,1
4255,0
4256,0
4257,0
4258,0
4262,0
4264,0
4265,0
4267,0
4268,0
4269,0
4270,0
4272,0
4273,0
4275,0
4276,0
4278,0
4285,0
4287,0
4288,0
4289,0
4290,0
4295,0
4296,0
4297,0
4299,1
4303,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,0
4312,0
4315,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4327,0
4329,0
4331,0
4332,0
4335,0
4336,0
4337,0
4339,0
4340,0
4342,0
4344,0
4345,0
4346,0
4347,0
4348,0
4350,0
4351,0
4353,0
4354,0
4355,0
4357,0
4358,0
4360,1
4363,0
4364,0
4365,0
4366,0
4367,1
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,0
4376,0
4377,0
4378,0
4380,0
4381,0
4382,0
4383,0
4384,0
4385,0
4387,0
4388,0
4390,0
4391,0
4393,0
4394,0
4396,0
4398,0
4401,0
4404,0
4405,0
4406,0
4408,0
4410,0
4414,0
4417,1
4419,0
4420,0
4421,0
4423,0
4426,0
4428,0
4429,0
4431,0
4432,0
4433,0
4434,0
4435,0
4437,0
4439,0
4442,0
4443,0
4444,0
4446,0
4447,0
4448,0
4450,0
4451,1
4453,0
4455,0
4456,0
4457,0
4458,0
4460,0
4463,0
4465,0
4467,0
4468,0
4469,0
4470,0
4473,0
4474,0
4475,0
4476,0
4478,0
4480,0
4481,0
4483,0
4484,0
4486,1
4487,0
4488,1
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4498,0
4499,0
4500,0
4501,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4511,0
4514,0
4516,0
4517,0
4518,0
4521,0
4522,0
4523,0
4524,0
4525,0
4528,0
4529,0
4534,0
4537,0
4538,0
4539,0
4540,0
4542,0
4543,0
4544,0
4545,0
4546,0
4548,1
4551,1
4552,0
4553,0
4554,0
4558,0
4559,0
4561,0
4562,0
4564,0
4567,0
4568,0
4572,0
4573,0
4575,1
4576,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,0
4584,1
4585,1
4586,0
4588,0
4591,0
4594,0
4595,0
4596,0
4597,0
4598,0
4601,0
4603,0
4604,0
4607,0
4609,0
4610,0
4613,0
4614,0
4615,0
4618,0
4620,0
4621,0
4624,0
4625,0
4626,0
4627,0
4629,0
4633,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4646,0
4648,0
4649,1
4650,0
4653,0
4654,0
4656,0
4658,0
4664,0
4665,1
4666,0
4667,0
4670,0
4671,0
4672,0
4675,0
4677,1
4678,1
4679,0
4681,0
4683,0
4684,0
4685,0
4687,0
4689,0
4690,0
4692,0
4694,0
4696,0
4697,0
4699,0
4701,0
4702,0
4703,0
4704,0
4705,0
4707,0
4708,0
4709,0
4710,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0
4721,0
4722,0
4723,0
4725,0
4727,0
4728,0
4729,0
4731,0
4732,0
4734,0
4735,0
4738,0
4739,0
