,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
37888,26,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,30
2675,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
16656,51,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40
19619,23,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,35
23206,25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,28
17770,39,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,40
39714,64,Private,11th,Widowed,Machine-op-inspct,Not-in-family,White,Female,40
20296,20,Private,Some-college,Never-married,Protective-serv,Own-child,White,Female,16
36055,44,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,57
34367,68,State-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,5
10846,20,State-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40
639,52,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60
16235,59,Private,9th,Never-married,Other-service,Not-in-family,Black,Male,50
32233,44,Local-gov,Some-college,Divorced,Other-service,Unmarried,White,Female,40
31035,28,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,55
18654,39,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55
29724,81,?,Prof-school,Married-civ-spouse,?,Husband,White,Male,24
45893,25,State-gov,Bachelors,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,15
18803,33,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,40
18181,36,?,9th,Divorced,?,Unmarried,White,Female,40
25775,17,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,40
19107,51,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40
10702,22,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,55
48241,46,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,20
17485,38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40
4236,75,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,3
40480,66,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,25
19866,50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,55
17148,45,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40
24712,25,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,37
3018,21,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,65
31424,27,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,40
45396,27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40
41947,27,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40
14162,33,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
43973,39,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Female,40
37436,30,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
38406,21,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40
13743,32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
45373,20,Private,Some-college,Never-married,Sales,Unmarried,White,Female,2
24648,31,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50
32506,38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,55
19584,64,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,70
44754,32,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,38
43739,31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35
26391,29,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,35
20627,34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40
48216,19,Private,11th,Never-married,Other-service,Own-child,White,Female,28
22665,40,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40
12804,51,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40
6343,32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
42412,50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50
38610,46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50
15589,30,Private,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,30
21106,43,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40
6392,33,State-gov,Some-college,Separated,Prof-specialty,Not-in-family,White,Male,40
6919,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,48
