,BP
598,True
599,False
600,True
601,False
602,True
603,False
604,False
605,True
606,True
607,True
608,True
609,True
610,False
611,True
612,True
613,True
614,True
615,False
616,True
617,False
618,True
619,False
620,False
621,False
622,False
623,True
624,False
625,False
626,False
627,True
628,True
629,False
630,True
631,False
632,True
633,False
634,False
635,False
636,False
637,False
638,False
639,False
640,False
641,True
642,False
643,False
644,False
645,False
646,False
647,False
648,False
649,False
650,True
651,False
652,False
653,False
654,False
655,False
656,False
657,False
658,False
659,False
660,True
661,True
662,True
663,False
664,False
665,True
666,False
667,True
668,True
669,True
670,True
671,True
672,False
673,False
674,True
675,False
676,False
677,False
678,False
679,True
680,False
681,True
682,False
683,True
684,False
685,False
686,True
687,False
688,False
689,True
690,False
691,False
692,True
693,True
694,False
695,False
696,True
697,False
698,True
699,True
700,False
701,False
702,False
703,False
704,False
705,True
706,False
707,True
708,False
709,False
710,True
711,True
712,True
713,True
714,True
715,True
716,True
717,False
718,True
719,True
720,True
721,True
722,False
723,False
724,False
725,False
726,False
727,False
728,False
729,False
730,False
731,False
732,False
733,True
734,False
735,False
736,True
737,True
738,False
739,True
740,False
741,False
742,False
743,False
744,False
745,True
746,False
747,False
748,False
749,True
750,False
751,True
752,False
753,False
754,False
755,False
756,True
757,False
758,False
759,False
760,True
761,False
762,True
763,False
764,True
765,True
766,False
767,False
768,True
769,True
770,False
771,True
772,False
773,True
774,False
775,False
776,False
777,False
778,False
779,True
780,False
781,False
782,True
783,False
784,True
785,False
786,True
787,True
788,False
789,False
790,False
791,True
792,False
793,True
794,True
795,True
796,True
797,False
798,True
799,True
800,False
801,True
802,True
803,True
804,False
805,False
806,False
807,False
808,True
809,False
810,True
811,False
812,False
813,True
814,False
815,True
816,False
817,False
818,False
819,False
820,False
821,False
822,False
823,True
824,True
825,False
826,True
827,True
828,False
829,False
830,False
831,True
832,False
833,False
834,True
835,True
836,True
837,False
838,True
839,True
840,True
841,False
842,True
843,False
844,False
845,True
846,False
847,False
848,False
849,True
850,True
851,True
852,False
853,False
854,True
855,True
856,True
857,False
858,True
859,True
860,False
861,True
862,False
863,False
864,True
865,False
866,True
867,True
868,True
869,False
870,False
871,False
872,True
873,True
874,True
875,True
876,False
877,True
878,True
879,True
880,False
881,True
882,False
883,False
884,False
885,True
886,True
887,True
888,False
889,False
890,True
891,False
892,True
893,False
894,False
895,False
896,True
897,False
898,True
899,False
900,True
901,True
902,True
903,False
904,False
905,True
906,True
907,False
908,False
909,False
910,True
911,False
912,True
913,False
914,False
915,True
916,False
917,False
918,False
919,False
920,False
921,True
922,True
923,False
924,False
925,False
926,True
927,False
928,False
929,True
930,True
931,False
932,True
933,True
934,False
935,False
936,False
937,False
938,False
939,False
940,False
941,True
942,True
943,False
944,True
945,False
946,False
947,True
948,False
949,False
950,False
951,False
952,True
953,False
954,True
955,False
956,False
957,False
958,False
959,False
960,False
961,True
962,False
963,True
964,True
965,True
966,False
967,False
968,False
969,False
970,False
971,False
972,False
973,True
974,False
975,False
976,False
977,True
978,False
979,True
980,True
981,False
982,True
983,False
984,False
985,True
986,False
987,False
988,True
989,False
990,False
991,False
992,False
993,True
994,False
995,False
996,False
997,False
998,True
999,False
1000,True
1001,False
1002,False
1003,True
1004,False
1005,True
1006,False
1007,False
1008,False
1009,False
1010,True
1011,False
1012,False
1013,False
1014,False
1015,True
1016,False
1017,True
1018,False
1019,True
1020,False
1021,True
1022,False
1023,True
1024,True
1025,True
1026,True
1027,True
1028,False
1029,False
1030,False
1031,False
1032,False
1033,False
1034,False
1035,True
1036,True
1037,True
1038,False
1039,False
1040,True
1041,False
1042,False
1043,False
1044,False
1045,True
1046,True
1047,True
1048,True
1049,False
1050,True
1051,False
1052,True
1053,False
1054,True
1055,False
1056,False
1057,False
1058,False
1059,False
1060,False
1061,True
1062,False
1063,False
1064,False
1065,False
1066,True
1067,True
1068,False
1069,False
1070,False
1071,False
1072,False
1073,False
1074,True
1075,True
1076,False
1077,False
1078,False
1079,True
1080,True
1081,False
1082,True
1083,False
1084,False
1085,False
1086,False
1087,False
1088,True
1089,True
1090,True
1091,True
1092,False
1093,True
1094,True
1095,False
1096,False
1097,False
1098,False
1099,False
1100,False
1101,False
1102,False
1103,False
1104,True
1105,True
1106,True
1107,True
1108,False
1109,False
1110,False
1111,False
1112,True
1113,False
1114,True
1115,False
1116,True
1117,False
1118,False
1119,False
1120,False
1121,True
1122,False
1123,True
1124,False
1125,False
1126,False
1127,True
1128,False
1129,True
1130,False
1131,False
1132,False
1133,False
1134,False
1135,True
1136,False
1137,False
1138,False
1139,False
1140,False
1141,False
1142,False
1143,False
1144,False
1145,False
1146,False
1147,True
1148,True
1149,False
1150,True
1151,False
1152,True
1153,True
1154,True
1155,True
1156,False
1157,False
1158,False
1159,True
1160,False
1161,False
1162,False
1163,False
1164,False
1165,False
1166,False
1167,True
1168,False
1169,False
1170,False
1171,False
1172,False
1173,False
1174,False
1175,False
1176,False
1177,False
1178,False
1179,False
1180,False
1181,True
1182,False
1183,True
1184,False
1185,True
1186,True
1187,True
1188,False
1189,False
1190,True
1191,False
1192,False
1193,True
1194,True
1195,False
1196,True
1197,True
1198,False
1199,False
1200,False
1201,False
1202,False
1203,False
1204,False
1205,True
1206,False
1207,False
1208,True
1209,True
1210,False
1211,True
1212,False
1213,False
1214,True
1215,True
1216,True
1217,False
1218,True
1219,True
1220,True
1221,False
1222,False
1223,True
1224,False
1225,False
1226,False
1227,True
1228,False
1229,False
1230,False
1231,False
1232,True
1233,True
1234,False
1235,False
1236,False
1237,True
1238,True
1239,False
1240,True
1241,False
1242,False
1243,False
1244,True
1245,False
1246,False
1247,False
1248,False
1249,False
1250,False
1251,True
1252,True
1253,False
1254,True
1255,True
1256,False
1257,True
1258,False
1259,True
1260,False
1261,True
1262,True
1263,False
1264,True
1265,True
1266,True
1267,False
1268,False
1269,False
1270,False
1271,False
1272,True
1273,False
1274,False
1275,True
1276,True
1277,False
1278,False
1279,True
1280,False
1281,True
1282,False
1283,False
1284,True
1285,False
1286,False
1287,False
1288,True
1289,False
1290,False
1291,True
1292,False
1293,True
1294,True
1295,True
1296,True
1297,False
1298,False
1299,False
1300,True
1301,True
1302,True
1303,True
1304,False
1305,True
1306,True
1307,True
1308,True
1309,False
1310,True
1311,False
1312,True
1313,True
1314,False
1315,False
1316,True
1317,False
1318,False
1319,False
1320,True
1321,False
1322,False
1323,False
1324,False
1325,True
1326,True
1327,False
1328,False
1329,False
1330,False
1331,False
1332,True
1333,False
1334,True
1335,False
1336,True
1337,False
1338,False
1339,False
1340,True
1341,False
1342,False
1343,False
1344,True
1345,False
1346,True
1347,False
1348,False
1349,False
1350,False
1351,False
1352,False
1353,True
1354,False
1355,False
1356,True
1357,True
1358,False
1359,False
1360,True
1361,False
1362,False
1363,True
1364,False
1365,False
1366,False
1367,False
1368,True
1369,True
1370,True
1371,True
1372,False
1373,False
1374,False
1375,True
1376,True
1377,False
1378,False
1379,False
1380,False
1381,False
1382,False
1383,False
1384,True
1385,True
1386,True
1387,False
1388,False
1389,True
1390,True
1391,True
1392,False
1393,False
1394,False
1395,False
1396,False
1397,False
1398,False
1399,True
1400,True
1401,False
1402,False
1403,False
1404,True
1405,True
1406,False
1407,False
1408,True
1409,True
1410,False
1411,False
1412,False
1413,False
1414,False
1415,False
1416,True
1417,False
1418,True
1419,False
1420,False
1421,False
1422,True
1423,True
1424,False
1425,False
1426,True
1427,True
1428,False
1429,False
1430,True
1431,True
1432,True
1433,True
1434,False
1435,False
1436,True
1437,True
1438,True
1439,True
1440,True
1441,True
1442,True
1443,False
1444,False
1445,False
1446,True
1447,False
1448,False
1449,True
1450,True
1451,False
1452,False
1453,False
1454,True
1455,False
1456,True
1457,True
1458,False
1459,True
1460,False
1461,False
1462,False
1463,False
1464,False
1465,False
1466,False
1467,False
1468,True
1469,False
1470,False
1471,False
1472,True
1473,False
1474,False
1475,True
1476,True
1477,True
1478,False
1479,False
1480,False
1481,False
1482,True
1483,True
1484,False
1485,True
1486,True
1487,False
1488,False
1489,False
1490,False
1491,False
1492,False
1493,False
1494,True
1495,False
1496,False
1497,True
1498,False
1499,False
1500,False
1501,True
1502,True
1503,True
1504,False
1505,True
1506,True
1507,False
1508,True
1509,False
1510,True
1511,True
1512,True
1513,False
1514,False
1515,True
1516,False
1517,False
1518,False
1519,True
1520,False
1521,False
1522,True
1523,True
1524,True
1525,False
1526,True
1527,True
1528,True
1529,True
1530,False
1531,True
1532,False
1533,False
1534,False
1535,False
1536,True
1537,False
1538,False
1539,True
1540,True
1541,False
1542,False
1543,False
1544,True
1545,False
1546,False
1547,True
1548,False
1549,False
1550,True
1551,False
1552,False
1553,False
1554,False
1555,True
1556,True
1557,False
1558,False
1559,True
1560,False
1561,False
1562,False
1563,True
1564,True
1565,False
1566,True
1567,True
1568,True
1569,False
1570,True
1571,True
1572,False
1573,False
1574,False
1575,False
1576,False
1577,True
1578,True
1579,True
1580,False
1581,False
1582,False
1583,True
1584,True
1585,True
1586,False
1587,False
1588,True
1589,True
1590,False
1591,True
1592,False
1593,False
1594,False
1595,True
1596,False
1597,True
1598,False
1599,False
1600,False
1601,False
1602,False
1603,True
1604,True
1605,True
1606,True
1607,True
1608,False
1609,True
1610,False
1611,True
1612,True
1613,False
1614,False
1615,False
1616,True
1617,False
1618,False
1619,True
1620,True
1621,True
1622,False
1623,False
1624,True
1625,False
1626,False
1627,True
1628,True
1629,False
1630,False
1631,True
1632,False
1633,False
1634,False
1635,False
1636,False
1637,False
1638,True
1639,False
1640,False
1641,False
1642,False
1643,False
1644,False
1645,True
1646,True
1647,False
1648,False
1649,False
1650,False
1651,True
1652,False
1653,True
1654,True
1655,True
1656,True
1657,True
1658,False
1659,True
1660,False
1661,False
1662,False
1663,True
1664,False
1665,False
1666,False
1667,True
1668,True
1669,False
1670,False
1671,False
1672,False
1673,False
1674,True
1675,False
1676,True
1677,False
1678,False
1679,False
1680,False
1681,False
1682,False
1683,False
1684,False
1685,True
1686,False
1687,True
1688,True
1689,False
1690,True
1691,False
1692,False
1693,True
1694,True
1695,False
1696,True
1697,True
1698,False
1699,False
1700,True
1701,True
1702,True
1703,True
1704,True
1705,True
1706,True
1707,False
1708,False
1709,True
1710,False
1711,False
1712,False
1713,False
1714,False
1715,False
1716,False
1717,False
1718,False
1719,False
1720,True
1721,False
1722,True
1723,False
1724,False
1725,False
1726,False
1727,False
1728,False
1729,True
1730,False
1731,False
1732,False
1733,False
1734,False
1735,False
1736,False
1737,True
1738,False
1739,False
1740,False
1741,True
1742,True
1743,False
1744,False
1745,False
1746,False
1747,False
1748,False
1749,True
1750,True
1751,True
1752,False
1753,True
1754,True
1755,False
1756,False
1757,False
1758,True
1759,True
1760,False
1761,True
1762,False
1763,True
1764,False
1765,False
1766,False
1767,False
1768,True
1769,False
1770,False
1771,False
1772,False
1773,False
1774,False
1775,False
1776,True
1777,True
1778,True
1779,False
1780,False
1781,False
1782,True
1783,False
1784,True
1785,True
1786,False
1787,False
1788,True
1789,True
1790,False
1791,False
1792,False
1793,False
1794,False
1795,True
1796,False
1797,False
1798,False
1799,True
1800,True
1801,False
1802,False
1803,True
1804,False
1805,True
1806,False
1807,False
1808,False
1809,False
1810,False
1811,True
1812,True
1813,False
1814,False
1815,True
1816,False
1817,False
1818,False
1819,True
1820,False
1821,True
1822,False
1823,False
1824,True
1825,False
1826,True
1827,True
1828,False
1829,True
1830,True
1831,False
1832,False
1833,False
1834,True
1835,True
1836,True
1837,False
1838,True
1839,False
1840,False
1841,False
1842,False
1843,True
1844,False
1845,True
1846,False
1847,False
1848,True
1849,True
1850,False
1851,True
1852,False
1853,False
1854,True
1855,True
1856,True
1857,False
1858,False
1859,False
1860,True
1861,False
1862,True
1863,True
1864,False
1865,True
1866,True
1867,False
1868,True
1869,False
1870,True
1871,False
1872,False
1873,False
1874,True
1875,False
1876,False
1877,True
1878,False
1879,True
1880,False
1881,False
1882,False
1883,True
1884,True
1885,True
1886,True
1887,False
1888,False
1889,True
1890,True
1891,False
1892,False
1893,True
1894,True
1895,True
1896,True
1897,True
1898,False
1899,False
1900,False
1901,True
1902,True
1903,True
1904,False
1905,False
1906,True
1907,False
1908,False
1909,False
1910,True
1911,False
1912,False
1913,False
1914,False
1915,True
1916,True
1917,False
1918,True
1919,True
1920,True
1921,True
1922,False
1923,True
1924,True
1925,False
1926,False
1927,True
1928,True
1929,False
1930,False
1931,False
1932,False
1933,False
1934,True
1935,False
1936,False
1937,False
1938,True
1939,False
1940,False
1941,True
1942,True
1943,True
1944,True
1945,True
1946,False
1947,False
1948,True
1949,True
1950,False
1951,False
1952,True
1953,True
1954,False
1955,False
1956,False
1957,True
1958,False
1959,False
1960,False
1961,False
1962,True
1963,False
1964,False
1965,False
1966,False
1967,True
1968,False
1969,False
1970,True
1971,False
1972,True
1973,False
1974,False
1975,True
1976,False
1977,False
1978,True
1979,True
1980,False
1981,True
1982,False
1983,True
1984,True
1985,False
1986,False
1987,False
1988,False
1989,False
1990,True
1991,True
1992,False
1993,False
1994,True
1995,True
1996,False
1997,True
1998,True
1999,True
2000,False
2001,False
2002,False
2003,False
2004,False
2005,False
2006,False
2007,False
2008,False
2009,False
2010,False
2011,False
2012,False
2013,False
2014,True
2015,True
2016,False
2017,False
2018,False
2019,True
2020,False
2021,False
2022,False
2023,True
2024,True
2025,False
2026,False
2027,False
2028,False
2029,True
2030,True
2031,False
2032,False
2033,False
2034,True
2035,True
2036,False
2037,False
2038,False
2039,False
2040,True
2041,True
2042,True
2043,False
2044,False
2045,False
2046,True
2047,True
2048,True
2049,False
2050,True
2051,False
2052,False
2053,False
2054,True
2055,False
2056,True
2057,True
2058,False
2059,True
2060,True
2061,True
2062,True
2063,True
2064,False
2065,False
2066,False
2067,False
2068,False
2069,False
2070,True
2071,False
2072,True
2073,True
2074,False
2075,False
2076,True
2077,False
2078,True
2079,True
2080,False
2081,False
2082,False
2083,False
2084,False
2085,True
2086,False
2087,True
2088,True
2089,True
2090,False
2091,True
2092,True
2093,True
2094,True
2095,False
2096,False
2097,False
2098,True
2099,True
2100,True
2101,False
2102,True
2103,False
2104,False
2105,False
2106,True
2107,True
2108,False
2109,False
2110,False
2111,False
2112,False
2113,True
2114,False
2115,True
2116,False
2117,False
2118,False
2119,False
2120,True
2121,True
2122,False
2123,False
2124,False
2125,False
2126,True
2127,False
2128,False
2129,False
2130,False
2131,False
2132,True
2133,False
2134,True
2135,False
2136,False
2137,True
2138,True
2139,False
2140,False
2141,False
2142,False
2143,True
2144,False
2145,False
2146,False
2147,False
2148,False
2149,False
2150,False
2151,False
2152,False
2153,False
2154,False
2155,False
2156,True
2157,False
2158,False
2159,False
2160,False
2161,True
2162,False
2163,False
2164,False
2165,False
2166,False
2167,False
2168,True
2169,False
2170,False
2171,True
2172,True
2173,True
2174,False
2175,True
2176,True
2177,True
2178,True
2179,False
2180,False
2181,False
2182,True
2183,True
2184,False
2185,False
2186,False
2187,True
2188,False
2189,False
2190,False
2191,False
2192,True
2193,True
2194,True
2195,True
2196,True
2197,True
2198,False
2199,False
2200,True
2201,False
2202,False
2203,True
2204,False
2205,False
2206,False
2207,True
2208,True
2209,True
2210,True
2211,False
2212,True
2213,False
2214,False
2215,False
2216,True
2217,True
2218,True
2219,True
2220,False
2221,True
2222,False
2223,True
2224,False
2225,True
2226,False
2227,False
2228,True
2229,True
2230,False
2231,False
2232,False
2233,False
2234,False
2235,True
2236,False
2237,False
2238,True
2239,True
2240,False
2241,True
2242,False
2243,False
2244,True
2245,False
2246,False
2247,False
2248,True
2249,False
2250,False
2251,True
2252,False
2253,False
2254,True
2255,False
2256,True
2257,False
2258,False
2259,False
2260,True
2261,False
2262,True
2263,False
2264,False
2265,False
2266,False
2267,True
2268,True
2269,True
2270,False
2271,False
2272,True
2273,True
2274,False
2275,True
2276,True
2277,True
2278,False
2279,False
2280,False
2281,False
2282,False
2283,False
2284,True
2285,True
2286,True
2287,True
2288,True
2289,True
2290,False
2291,False
2292,False
2293,True
2294,True
2295,True
2296,True
2297,True
2298,True
2299,True
2300,False
2301,False
2302,True
2303,True
2304,False
2305,False
2306,True
2307,False
2308,False
2309,True
2310,False
2311,False
2312,True
2313,False
2314,False
2315,False
2316,True
2317,False
2318,True
2319,True
2320,True
2321,False
2322,False
2323,False
2324,False
2325,False
2326,True
2327,False
2328,True
2329,True
2330,False
2331,True
2332,False
2333,False
2334,False
2335,True
2336,True
2337,False
2338,True
2339,True
2340,False
2341,False
2342,False
2343,True
2344,True
2345,False
2346,True
2347,False
2348,True
2349,False
2350,True
2351,False
2352,True
2353,True
2354,True
2355,True
2356,False
2357,False
2358,False
2359,True
2360,False
2361,False
2362,False
2363,False
2364,False
2365,True
2366,True
2367,True
2368,False
2369,True
2370,False
2371,False
2372,True
2373,False
2374,True
2375,False
2376,False
2377,False
2378,False
2379,True
2380,True
2381,True
2382,False
2383,True
2384,True
2385,False
2386,False
2387,False
2388,False
2389,True
2390,True
2391,True
2392,True
2393,True
2394,False
2395,False
2396,False
2397,True
2398,False
2399,False
2400,True
2401,False
2402,False
2403,True
2404,False
2405,False
2406,False
2407,True
2408,False
2409,True
2410,True
2411,True
2412,False
2413,False
2414,True
2415,False
2416,False
2417,False
2418,False
2419,False
2420,False
2421,False
2422,False
2423,False
2424,False
2425,True
2426,True
2427,False
2428,False
2429,False
2430,True
2431,False
2432,False
2433,True
2434,True
2435,False
2436,False
2437,False
2438,False
2439,True
2440,False
2441,True
2442,False
2443,True
2444,True
2445,False
2446,True
2447,True
2448,False
2449,False
2450,True
2451,True
2452,False
2453,True
2454,True
2455,True
2456,True
2457,True
2458,False
2459,False
2460,False
2461,False
2462,False
2463,False
2464,True
2465,True
2466,False
2467,False
2468,True
2469,True
2470,False
2471,False
2472,True
2473,True
2474,True
2475,True
2476,False
2477,True
2478,True
2479,True
2480,False
2481,False
2482,False
2483,True
2484,True
2485,False
2486,False
2487,True
2488,False
2489,False
2490,True
2491,False
2492,False
2493,True
2494,True
2495,True
2496,False
2497,False
2498,False
2499,False
2500,False
2501,False
2502,False
2503,True
2504,False
2505,True
2506,True
2507,True
2508,False
2509,False
2510,False
2511,False
2512,True
2513,False
2514,True
2515,False
2516,True
2517,True
2518,True
2519,True
2520,False
2521,False
2522,False
2523,False
2524,False
2525,True
2526,True
2527,False
2528,True
2529,False
2530,True
2531,False
2532,False
2533,False
2534,True
2535,True
2536,False
2537,False
2538,False
2539,True
2540,True
2541,False
2542,False
2543,False
2544,False
2545,False
2546,False
2547,True
2548,False
2549,True
2550,False
2551,True
2552,True
2553,False
2554,True
2555,False
2556,False
2557,True
2558,False
2559,False
2560,True
2561,False
2562,True
2563,False
2564,False
2565,False
2566,False
2567,True
2568,False
2569,True
2570,True
2571,True
2572,False
2573,False
2574,True
2575,True
2576,True
2577,False
2578,True
2579,False
2580,False
2581,True
2582,True
2583,False
2584,True
2585,False
2586,False
2587,True
2588,True
2589,False
2590,False
2591,False
2592,True
2593,True
2594,True
2595,True
2596,False
2597,False
2598,True
2599,True
2600,True
2601,True
2602,True
2603,False
2604,False
2605,False
2606,True
2607,True
2608,False
2609,False
2610,False
2611,False
2612,False
2613,False
2614,False
2615,False
2616,True
2617,False
2618,True
2619,False
2620,True
2621,True
2622,False
2623,True
2624,False
2625,True
2626,True
2627,False
2628,True
2629,True
2630,True
2631,False
2632,False
2633,True
2634,True
2635,False
2636,True
2637,False
2638,True
2639,True
2640,False
2641,False
2642,False
2643,False
2644,False
2645,True
2646,False
2647,False
2648,False
2649,False
2650,False
2651,False
2652,False
2653,False
2654,True
2655,False
2656,False
2657,True
2658,True
2659,False
2660,False
2661,True
2662,False
2663,False
2664,False
2665,False
2666,False
2667,False
2668,True
2669,False
2670,True
2671,True
2672,False
2673,False
2674,False
2675,True
2676,False
2677,True
2678,False
2679,False
2680,True
2681,True
2682,False
2683,False
2684,True
2685,False
2686,True
2687,False
2688,True
2689,False
2690,True
2691,True
2692,False
2693,False
2694,False
2695,True
2696,True
2697,False
2698,True
2699,False
2700,True
2701,True
2702,False
2703,True
2704,True
2705,True
2706,True
2707,False
2708,False
2709,True
2710,True
2711,False
2712,False
2713,False
2714,False
2715,True
2716,True
2717,True
2718,True
2719,False
2720,False
2721,True
2722,True
2723,False
2724,False
2725,True
2726,False
2727,False
2728,True
2729,True
2730,False
2731,True
2732,True
2733,True
2734,False
2735,True
2736,True
2737,True
2738,False
2739,False
2740,False
2741,False
2742,True
2743,False
2744,False
2745,False
2746,False
2747,True
2748,False
2749,False
2750,False
2751,True
2752,True
2753,False
2754,False
2755,False
2756,True
2757,False
2758,True
2759,False
2760,False
2761,False
2762,True
2763,False
2764,True
2765,False
2766,False
2767,False
2768,True
2769,True
2770,True
2771,True
2772,False
2773,False
2774,True
2775,True
2776,True
2777,False
2778,False
2779,False
2780,True
2781,True
2782,False
2783,False
2784,True
2785,True
2786,False
2787,True
2788,True
2789,False
2790,False
2791,True
2792,False
2793,False
2794,True
2795,True
2796,False
2797,True
2798,False
2799,False
2800,True
2801,True
2802,False
2803,False
2804,False
2805,True
2806,False
2807,False
2808,True
2809,False
2810,True
2811,False
2812,False
2813,True
2814,True
2815,False
2816,True
2817,True
2818,False
2819,False
2820,True
2821,False
2822,True
2823,True
2824,True
2825,False
2826,True
2827,False
2828,True
2829,True
2830,True
2831,False
2832,False
2833,True
2834,True
2835,False
2836,False
2837,False
2838,False
2839,True
2840,False
2841,False
2842,False
2843,True
2844,False
2845,False
2846,False
2847,True
2848,True
2849,True
2850,False
2851,True
2852,False
2853,False
2854,True
2855,False
2856,True
2857,False
2858,False
2859,False
2860,True
2861,False
2862,True
2863,False
2864,False
2865,False
2866,False
2867,False
2868,True
2869,False
2870,False
2871,True
2872,False
2873,False
2874,True
2875,True
2876,False
2877,False
2878,False
2879,True
2880,False
2881,True
2882,False
2883,True
2884,True
2885,True
2886,True
2887,True
2888,False
2889,False
2890,True
2891,False
2892,False
2893,False
2894,True
2895,True
2896,False
2897,False
2898,True
2899,False
2900,False
2901,True
2902,False
2903,False
2904,True
2905,True
2906,True
2907,False
2908,True
2909,True
2910,False
2911,False
2912,True
2913,False
2914,True
2915,False
2916,False
2917,True
2918,False
2919,False
2920,False
2921,True
2922,False
2923,False
2924,True
2925,True
2926,False
2927,False
2928,False
2929,True
2930,False
2931,False
2932,False
2933,True
2934,True
2935,False
2936,True
2937,False
2938,False
2939,False
2940,False
2941,True
2942,False
2943,True
2944,False
2945,True
2946,True
2947,False
2948,False
2949,True
2950,True
2951,False
2952,False
2953,True
2954,False
2955,True
2956,True
2957,True
2958,False
2959,True
2960,False
2961,True
2962,True
2963,True
2964,False
2965,False
2966,False
2967,False
2968,False
2969,False
2970,False
2971,True
2972,True
2973,False
2974,False
2975,True
2976,False
2977,True
2978,False
2979,True
2980,False
2981,False
2982,False
2983,True
2984,False
2985,False
2986,False
2987,True
2988,False
2989,True
2990,False
2991,True
2992,False
2993,True
2994,True
2995,False
2996,False
2997,False
