,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
143,45,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40
146,22,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,24
147,36,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,24
149,43,?,Some-college,Divorced,?,Not-in-family,White,Female,40
151,34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40
152,33,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40
154,52,?,HS-grad,Divorced,?,Not-in-family,White,Male,45
155,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46
156,23,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40
158,29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60
159,42,Private,Bachelors,Separated,Other-service,Other-relative,Black,Male,50
160,68,?,1st-4th,Divorced,?,Not-in-family,White,Female,20
161,25,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,40
162,44,Self-emp-inc,Masters,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40
163,28,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40
164,45,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40
165,36,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,40
166,39,Federal-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,42
167,46,State-gov,Masters,Widowed,Protective-serv,Unmarried,White,Male,40
168,18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,16
169,66,Local-gov,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Female,20
170,27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40
171,28,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40
172,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
173,27,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50
174,28,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
175,27,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,White,Female,25
176,21,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40
177,34,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40
178,18,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,12
179,33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,65
180,44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,38
181,43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40
182,30,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,45
184,37,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,42
186,41,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,40
187,53,?,Bachelors,Divorced,?,Not-in-family,White,Female,50
188,31,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50
191,24,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
194,41,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,24
195,23,Private,5th-6th,Married-civ-spouse,Transport-moving,Other-relative,White,Male,40
196,36,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40
197,40,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,55
198,35,Private,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40
199,24,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,40
201,19,?,HS-grad,Never-married,?,Own-child,White,Male,40
202,51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
204,37,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,35
205,18,Private,11th,Never-married,Sales,Own-child,White,Female,40
206,36,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,36
207,35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60
208,58,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,35
209,17,Private,11th,Never-married,Sales,Own-child,White,Female,12
210,44,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40
211,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
212,35,Private,Some-college,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,40
213,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40
214,54,Self-emp-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
215,37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,60
216,50,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,40
217,38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50
218,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55
220,31,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
221,64,?,1st-4th,Divorced,?,Not-in-family,White,Male,40
222,90,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40
223,54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,20
224,53,Local-gov,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Female,35
225,18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40
226,60,?,10th,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,10
227,66,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50
228,75,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,20
229,65,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40
230,35,Private,11th,Separated,Transport-moving,Not-in-family,Black,Male,40
231,41,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,38
232,25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,42
233,33,Private,Some-college,Divorced,Craft-repair,Other-relative,Other,Female,40
234,28,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,55
235,59,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40
236,40,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,38
239,23,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40
240,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
241,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,20
242,24,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,50
243,20,?,Some-college,Never-married,?,Own-child,White,Male,20
244,38,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40
246,58,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45
247,32,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,34
248,40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,60
249,45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
250,41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,40
251,42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40
252,59,Local-gov,10th,Widowed,Other-service,Unmarried,Black,Female,30
253,19,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40
255,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40
256,20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40
258,45,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,45
259,50,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Male,40
262,17,Private,11th,Never-married,Other-service,Own-child,White,Male,12
263,59,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
265,37,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,75
266,19,?,Some-college,Never-married,?,Own-child,White,Male,24
267,64,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
268,33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45
269,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40
270,61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
271,17,Private,9th,Never-married,Other-service,Own-child,White,Male,24
272,50,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,98
273,27,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,35
274,30,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,40
275,43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40
276,44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
277,35,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40
278,25,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,40
279,24,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48
280,22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,15
281,42,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
285,57,Federal-gov,Masters,Married-civ-spouse,Sales,Husband,White,Male,40
286,41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60
287,50,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,45
288,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40
289,50,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
290,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45
291,31,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40
292,29,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,56
294,27,Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,40
295,65,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,16
299,38,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,80
300,48,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
301,21,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25
302,31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45
304,24,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40
305,43,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40
307,46,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,33
308,35,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
309,41,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,54
310,26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40
311,34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35
314,22,Private,Some-college,Never-married,Sales,Own-child,White,Male,15
315,24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40
316,77,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
317,22,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,40
318,29,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40
319,62,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,24
320,39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
321,43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50
322,35,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45
324,76,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,10
325,63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45
326,23,?,Assoc-voc,Never-married,?,Own-child,Black,Female,15
327,43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,50
328,58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
330,41,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,45
333,55,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
334,53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40
335,17,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,48
336,30,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,40
337,49,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60
338,19,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,30
339,45,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40
340,26,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,40
344,22,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,40
345,43,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,42
346,67,?,11th,Married-civ-spouse,?,Husband,White,Male,8
347,30,?,Assoc-voc,Divorced,?,Unmarried,White,Female,40
348,56,Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,25
350,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
351,26,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40
352,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
353,46,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,30
355,38,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
356,65,Private,11th,Widowed,Other-service,Unmarried,Other,Male,40
357,40,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40
358,42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35
359,26,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
360,36,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,24
361,62,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
362,43,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,45
363,43,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,45
364,22,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,55
365,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
366,56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45
367,22,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,15
368,57,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,45
370,26,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,15
371,17,Private,11th,Never-married,Other-service,Own-child,White,Male,10
372,40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38
373,45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40
374,44,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40
375,20,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10
376,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40
378,46,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,30
379,38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50
380,54,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40
382,25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
383,46,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,40
384,36,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,40
385,23,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,25
386,29,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,40
387,44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,6
388,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,16
389,19,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,40
390,35,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40
391,27,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50
392,46,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,40
393,34,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
394,34,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35
396,45,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,40
397,20,?,HS-grad,Never-married,?,Other-relative,White,Female,35
399,52,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
400,20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40
401,28,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40
403,34,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,64
404,28,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40
406,28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
408,28,?,Some-college,Married-civ-spouse,?,Wife,White,Female,40
409,32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
411,24,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,40
412,33,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40
413,46,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,60
415,35,Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,50
416,52,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
417,30,Private,11th,Never-married,Other-service,Own-child,White,Female,19
418,34,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,40
421,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,18
422,32,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40
423,29,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40
424,33,Private,10th,Never-married,Craft-repair,Unmarried,White,Female,35
425,25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60
426,36,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40
427,23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,72
428,63,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
