,BP
598,True
599,True
600,False
601,True
602,False
603,False
604,False
605,True
606,False
607,False
608,True
609,True
610,True
611,True
612,False
613,False
614,True
615,False
616,False
617,False
618,False
619,True
620,False
621,False
622,False
623,False
624,False
625,False
626,True
627,False
628,False
629,True
630,False
631,True
632,False
633,True
634,True
635,False
636,False
637,True
638,False
639,False
640,False
641,False
642,True
643,True
644,False
645,True
646,True
647,False
648,False
649,False
650,True
651,True
652,True
653,True
654,False
655,False
656,False
657,False
658,True
659,False
660,False
661,False
662,False
663,False
664,False
665,False
666,False
667,True
668,False
669,True
670,True
671,False
672,False
673,False
674,False
675,True
676,False
677,False
678,True
679,True
680,False
681,True
682,False
683,False
684,False
685,False
686,True
687,False
688,False
689,True
690,True
691,False
692,False
693,True
694,True
695,True
696,False
697,True
698,False
699,True
700,False
701,False
702,False
703,False
704,False
705,False
706,True
707,True
708,False
709,False
710,False
711,True
712,False
713,True
714,False
715,False
716,False
717,False
718,False
719,False
720,True
721,False
722,False
723,False
724,True
725,True
726,False
727,False
728,False
729,True
730,False
731,True
732,True
733,False
734,True
735,False
736,False
737,False
738,True
739,False
740,False
741,False
742,True
743,False
744,True
745,True
746,False
747,False
748,False
749,False
750,True
751,True
752,False
753,False
754,False
755,False
756,False
757,False
758,False
759,False
760,True
761,True
762,False
763,True
764,False
765,False
766,False
767,False
768,False
769,False
770,True
771,False
772,False
773,False
774,False
775,True
776,True
777,False
778,True
779,True
780,True
781,False
782,True
783,False
784,False
785,False
786,True
787,False
788,True
789,False
790,True
791,False
792,False
793,False
794,False
795,True
796,False
797,True
798,True
799,True
800,False
801,False
802,False
803,False
804,False
805,False
806,True
807,True
808,True
809,True
810,False
811,False
812,True
813,False
814,True
815,True
816,False
817,True
818,False
819,True
820,False
821,False
822,False
823,True
824,False
825,False
826,True
827,False
828,False
829,False
830,False
831,True
832,True
833,False
834,False
835,True
836,True
837,True
838,False
839,True
840,True
841,False
842,False
843,True
844,False
845,False
846,True
847,True
848,True
849,False
850,False
851,False
852,True
853,True
854,False
855,False
856,False
857,False
858,True
859,True
860,False
861,False
862,False
863,True
864,True
865,False
866,True
867,False
868,False
869,False
870,False
871,False
872,True
873,True
874,True
875,True
876,True
877,True
878,True
879,False
880,True
881,True
882,True
883,False
884,True
885,False
886,True
887,True
888,False
889,True
890,True
891,True
892,True
893,True
894,False
895,True
896,True
897,False
898,False
899,True
900,False
901,True
902,True
903,False
904,True
905,False
906,True
907,False
908,True
909,False
910,True
911,True
912,False
913,True
914,False
915,False
916,False
917,True
918,False
919,False
920,False
921,False
922,False
923,False
924,True
925,False
926,True
927,False
928,False
929,False
930,True
931,False
932,False
933,False
934,True
935,True
936,False
937,False
938,False
939,True
940,True
941,False
942,False
943,True
944,False
945,False
946,False
947,True
948,False
949,True
950,True
951,True
952,False
953,True
954,False
955,False
956,False
957,False
958,False
959,True
960,True
961,True
962,False
963,False
964,False
965,False
966,False
967,True
968,False
969,False
970,False
971,False
972,True
973,False
974,False
975,True
976,False
977,True
978,True
979,False
980,False
981,True
982,False
983,False
984,True
985,False
986,True
987,False
988,False
989,False
990,False
991,False
992,False
993,True
994,True
995,True
996,False
997,False
998,True
999,True
1000,False
1001,False
1002,True
1003,False
1004,False
1005,False
1006,True
1007,False
1008,False
1009,False
1010,False
1011,False
1012,False
1013,True
1014,False
1015,True
1016,True
1017,True
1018,False
1019,False
1020,False
1021,False
1022,True
1023,False
1024,False
1025,True
1026,False
1027,False
1028,True
1029,False
1030,False
1031,True
1032,False
1033,False
1034,True
1035,True
1036,False
1037,False
1038,False
1039,True
1040,False
1041,False
1042,True
1043,True
1044,False
1045,False
1046,False
1047,False
1048,False
1049,False
1050,True
1051,True
1052,False
1053,True
1054,False
1055,False
1056,False
1057,False
1058,False
1059,False
1060,True
1061,True
1062,False
1063,True
1064,False
1065,False
1066,True
1067,True
1068,False
1069,True
1070,False
1071,False
1072,True
1073,False
1074,False
1075,True
1076,False
1077,False
1078,False
1079,False
1080,False
1081,True
1082,True
1083,False
1084,True
1085,True
1086,False
1087,True
1088,False
1089,True
1090,False
1091,False
1092,True
1093,False
1094,False
1095,False
1096,False
1097,True
1098,False
1099,False
1100,False
1101,False
1102,True
1103,False
1104,False
1105,True
1106,False
1107,True
1108,False
1109,True
1110,False
1111,False
1112,False
1113,False
1114,False
1115,False
1116,True
1117,True
1118,False
1119,True
1120,True
1121,True
1122,True
1123,False
1124,False
1125,False
1126,False
1127,False
1128,False
1129,True
1130,True
1131,False
1132,False
1133,False
1134,False
1135,False
1136,False
1137,False
1138,True
1139,False
1140,True
1141,False
1142,False
1143,False
1144,True
1145,False
1146,False
1147,True
1148,True
1149,False
1150,True
1151,True
1152,False
1153,False
1154,True
1155,False
1156,False
1157,False
1158,True
1159,False
1160,False
1161,False
1162,False
1163,False
1164,False
1165,True
1166,False
1167,True
1168,True
1169,True
1170,False
1171,True
1172,True
1173,False
1174,True
1175,True
1176,True
1177,False
1178,False
1179,True
1180,False
1181,True
1182,True
1183,False
1184,False
1185,False
1186,False
1187,False
1188,True
1189,True
1190,True
1191,True
1192,False
1193,False
1194,False
1195,True
1196,False
1197,True
1198,True
1199,True
1200,False
1201,True
1202,False
1203,False
1204,True
1205,True
1206,False
1207,False
1208,False
1209,False
1210,False
1211,False
1212,True
1213,False
1214,True
1215,False
1216,False
1217,True
1218,False
1219,False
1220,False
1221,False
1222,False
1223,True
1224,True
1225,True
1226,False
1227,False
1228,True
1229,False
1230,False
1231,True
1232,False
1233,False
1234,True
1235,True
1236,True
1237,False
1238,True
1239,False
1240,False
1241,False
1242,True
1243,True
1244,False
1245,True
1246,True
1247,False
1248,False
1249,True
1250,False
1251,True
1252,False
1253,True
1254,False
1255,True
1256,False
1257,False
1258,True
1259,False
1260,False
1261,True
1262,False
1263,False
1264,True
1265,True
1266,False
1267,False
1268,False
1269,False
1270,True
1271,False
1272,True
1273,False
1274,False
1275,False
1276,False
1277,True
1278,False
1279,True
1280,False
1281,False
1282,False
1283,False
1284,False
1285,True
1286,True
1287,False
1288,True
1289,False
1290,True
1291,True
1292,False
1293,False
1294,False
1295,True
1296,True
1297,True
1298,False
1299,True
1300,True
1301,False
1302,True
1303,False
1304,False
1305,True
1306,False
1307,False
1308,True
1309,False
1310,False
1311,False
1312,True
1313,False
1314,False
1315,True
1316,False
1317,False
1318,False
1319,True
1320,True
1321,False
1322,False
1323,True
1324,True
1325,False
1326,False
1327,False
1328,True
1329,False
1330,False
1331,False
1332,True
1333,False
1334,False
1335,False
1336,True
1337,True
1338,False
1339,False
1340,False
1341,False
1342,False
1343,False
1344,False
1345,False
1346,True
1347,True
1348,True
1349,True
1350,False
1351,True
1352,False
1353,False
1354,True
1355,True
1356,False
1357,False
1358,False
1359,True
1360,True
1361,True
1362,False
1363,True
1364,True
1365,False
1366,True
1367,True
1368,True
1369,True
1370,True
1371,False
1372,False
1373,True
1374,True
1375,False
1376,False
1377,False
1378,False
1379,False
1380,False
1381,False
1382,False
1383,True
1384,False
1385,False
1386,True
1387,False
1388,True
1389,True
1390,True
1391,False
1392,False
1393,False
1394,False
1395,False
1396,True
1397,False
1398,True
1399,True
1400,False
1401,True
1402,False
1403,False
1404,True
1405,True
1406,False
1407,True
1408,False
1409,True
1410,False
1411,False
1412,True
1413,False
1414,True
1415,False
1416,False
1417,False
1418,False
1419,False
1420,False
1421,False
1422,False
1423,False
1424,False
1425,False
1426,False
1427,False
1428,False
1429,False
1430,True
1431,True
1432,False
1433,False
1434,False
1435,True
1436,True
1437,False
1438,False
1439,False
1440,True
1441,True
1442,False
1443,True
1444,True
1445,False
1446,True
1447,True
1448,False
1449,True
1450,False
1451,False
1452,True
1453,False
1454,True
1455,False
1456,True
1457,False
1458,False
1459,True
1460,False
1461,True
1462,True
1463,False
1464,False
1465,True
1466,True
1467,True
1468,True
1469,False
1470,False
1471,False
1472,False
1473,True
1474,False
1475,False
1476,False
1477,False
1478,True
1479,False
1480,True
1481,False
1482,True
1483,True
1484,False
1485,False
1486,True
1487,False
1488,False
1489,False
1490,False
1491,True
1492,True
1493,False
1494,True
1495,False
1496,True
1497,False
1498,False
1499,False
1500,False
1501,False
1502,False
1503,False
1504,False
1505,True
1506,False
1507,True
1508,False
1509,False
1510,False
1511,True
1512,False
1513,False
1514,False
1515,False
1516,True
1517,True
1518,False
1519,False
1520,True
1521,True
1522,True
1523,False
1524,False
1525,True
1526,False
1527,False
1528,False
1529,False
1530,False
1531,False
1532,False
1533,True
1534,True
1535,True
1536,True
1537,False
1538,False
1539,True
1540,False
1541,False
1542,False
1543,True
1544,False
1545,False
1546,True
1547,False
1548,True
1549,False
1550,True
1551,False
1552,False
1553,True
1554,False
1555,True
1556,True
1557,True
1558,False
1559,True
1560,False
1561,False
1562,False
1563,False
1564,False
1565,False
1566,False
1567,False
1568,False
1569,False
1570,False
1571,False
1572,True
1573,False
1574,True
1575,True
1576,True
1577,False
1578,False
1579,True
1580,False
1581,True
1582,False
1583,False
1584,False
1585,False
1586,True
1587,False
1588,False
1589,False
1590,False
1591,False
1592,True
1593,True
1594,False
1595,False
1596,False
1597,True
1598,True
1599,True
1600,False
1601,False
1602,True
1603,False
1604,False
1605,False
1606,True
1607,False
1608,False
1609,False
1610,False
1611,True
1612,True
1613,False
1614,True
1615,False
1616,False
1617,False
1618,False
1619,True
1620,False
1621,False
1622,False
1623,False
1624,False
1625,True
1626,True
1627,False
1628,False
1629,True
1630,False
1631,False
1632,False
1633,False
1634,True
1635,False
1636,False
1637,False
1638,True
1639,True
1640,False
1641,False
1642,False
1643,True
1644,True
1645,False
1646,False
1647,False
1648,False
1649,False
1650,True
1651,True
1652,True
1653,True
1654,False
1655,False
1656,False
1657,False
1658,True
1659,False
1660,True
1661,False
1662,True
1663,True
1664,True
1665,True
1666,True
1667,False
1668,True
1669,True
1670,True
1671,False
1672,True
1673,True
1674,False
1675,False
1676,True
1677,True
1678,False
1679,False
1680,True
1681,False
1682,False
1683,False
1684,True
1685,False
1686,False
1687,True
1688,False
1689,False
1690,False
1691,False
1692,False
1693,False
1694,False
1695,False
1696,True
1697,True
1698,True
1699,True
1700,True
1701,False
1702,False
1703,False
1704,True
1705,True
1706,False
1707,False
1708,False
1709,False
1710,True
1711,False
1712,False
1713,False
1714,True
1715,False
1716,False
1717,True
1718,False
1719,True
1720,False
1721,True
1722,True
1723,True
1724,False
1725,True
1726,False
1727,True
1728,False
1729,False
1730,True
1731,False
1732,False
1733,True
1734,False
1735,True
1736,False
1737,False
1738,False
1739,False
1740,False
1741,True
1742,False
1743,False
1744,False
1745,False
1746,False
1747,False
1748,False
1749,True
1750,False
1751,True
1752,False
1753,True
1754,True
1755,True
1756,True
1757,True
1758,False
1759,False
1760,False
1761,False
1762,True
1763,False
1764,False
1765,True
1766,True
1767,False
1768,False
1769,True
1770,True
1771,True
1772,False
1773,True
1774,False
1775,False
1776,False
1777,False
1778,True
1779,True
1780,True
1781,False
1782,True
1783,True
1784,False
1785,True
1786,False
1787,True
1788,False
1789,False
1790,True
1791,True
1792,False
1793,True
1794,False
1795,False
1796,False
1797,False
1798,True
1799,False
1800,True
1801,True
1802,True
1803,True
1804,False
1805,True
1806,True
1807,False
1808,False
1809,False
1810,False
1811,False
1812,True
1813,False
1814,False
1815,False
1816,True
1817,False
1818,False
1819,True
1820,True
1821,False
1822,True
1823,False
1824,True
1825,False
1826,False
1827,False
1828,False
1829,False
1830,True
1831,True
1832,False
1833,False
1834,True
1835,False
1836,False
1837,False
1838,False
1839,False
1840,False
1841,True
1842,True
1843,False
1844,False
1845,False
1846,True
1847,False
1848,True
1849,True
1850,False
1851,False
1852,False
1853,True
1854,True
1855,False
1856,False
1857,True
1858,False
1859,False
1860,True
1861,True
1862,True
1863,True
1864,False
1865,True
1866,False
1867,False
1868,False
1869,True
1870,True
1871,False
1872,True
1873,False
1874,False
1875,True
1876,True
1877,False
1878,True
1879,True
1880,True
1881,True
1882,False
1883,True
1884,False
1885,False
1886,True
1887,True
1888,False
1889,False
1890,False
1891,True
1892,True
1893,False
1894,True
1895,False
1896,False
1897,False
1898,True
1899,False
1900,True
1901,False
1902,False
1903,False
1904,True
1905,False
1906,True
1907,True
1908,False
1909,False
1910,False
1911,False
1912,True
1913,False
1914,True
1915,True
1916,False
1917,True
1918,False
1919,False
1920,True
1921,False
1922,False
1923,False
1924,True
1925,False
1926,False
1927,True
1928,False
1929,True
1930,False
1931,False
1932,True
1933,True
1934,False
1935,True
1936,False
1937,False
1938,False
1939,False
1940,False
1941,False
1942,False
1943,True
1944,False
1945,False
1946,True
1947,True
1948,True
1949,False
1950,False
1951,True
1952,False
1953,False
1954,False
1955,False
1956,False
1957,True
1958,True
1959,False
1960,True
1961,False
1962,False
1963,False
1964,False
1965,False
1966,True
1967,False
1968,True
1969,False
1970,True
1971,True
1972,False
1973,True
1974,False
1975,True
1976,True
1977,False
1978,True
1979,True
1980,True
1981,False
1982,False
1983,False
1984,True
1985,False
1986,False
1987,False
1988,False
1989,False
1990,False
1991,False
1992,True
1993,False
1994,True
1995,True
1996,True
1997,False
1998,True
1999,False
2000,False
2001,True
2002,True
2003,True
2004,False
2005,True
2006,False
2007,True
2008,False
2009,False
2010,False
2011,True
2012,True
2013,True
2014,False
2015,True
2016,False
2017,False
2018,False
2019,False
2020,True
2021,False
2022,True
2023,False
2024,False
2025,False
2026,False
2027,False
2028,False
2029,True
2030,True
2031,False
2032,False
2033,False
2034,True
2035,False
2036,False
2037,False
2038,False
2039,False
2040,True
2041,False
2042,False
2043,True
2044,False
2045,True
2046,False
2047,True
2048,False
2049,False
2050,False
2051,False
2052,False
2053,True
2054,True
2055,True
2056,False
2057,True
2058,False
2059,True
2060,False
2061,False
2062,False
2063,True
2064,False
2065,False
2066,False
2067,True
2068,False
2069,True
2070,True
2071,True
2072,False
2073,False
2074,True
2075,False
2076,True
2077,True
2078,True
2079,True
2080,False
2081,False
2082,False
2083,False
2084,False
2085,True
2086,False
2087,False
2088,False
2089,False
2090,True
2091,True
2092,False
2093,True
2094,False
2095,False
2096,False
2097,False
2098,False
2099,False
2100,False
2101,True
2102,True
2103,True
2104,True
2105,True
2106,False
2107,True
2108,False
2109,True
2110,False
2111,True
2112,False
2113,False
2114,False
2115,False
2116,False
2117,True
2118,True
2119,False
2120,False
2121,True
2122,True
2123,False
2124,False
2125,False
2126,False
2127,True
2128,False
2129,False
2130,True
2131,False
2132,True
2133,False
2134,False
2135,False
2136,False
2137,False
2138,True
2139,False
2140,True
2141,False
2142,True
2143,False
2144,False
2145,True
2146,False
2147,False
2148,False
2149,True
2150,False
2151,True
2152,True
2153,False
2154,False
2155,True
2156,False
2157,False
2158,False
2159,True
2160,False
2161,True
2162,False
2163,False
2164,False
2165,True
2166,True
2167,False
2168,False
2169,False
2170,True
2171,True
2172,True
2173,False
2174,True
2175,False
2176,False
2177,False
2178,True
2179,True
2180,True
2181,False
2182,True
2183,True
2184,True
2185,False
2186,False
2187,False
2188,False
2189,True
2190,False
2191,True
2192,False
2193,False
2194,False
2195,False
2196,False
2197,True
2198,False
2199,False
2200,True
2201,False
2202,False
2203,False
2204,False
2205,True
2206,True
2207,False
2208,False
2209,True
2210,True
2211,False
2212,True
2213,True
2214,True
2215,False
2216,False
2217,False
2218,True
2219,False
2220,False
2221,True
2222,False
2223,True
2224,True
2225,False
2226,True
2227,False
2228,True
2229,True
2230,False
2231,True
2232,False
2233,False
2234,True
2235,False
2236,False
2237,True
2238,True
2239,True
2240,False
2241,True
2242,True
2243,True
2244,True
2245,False
2246,True
2247,False
2248,False
2249,False
2250,False
2251,False
2252,False
2253,True
2254,True
2255,True
2256,True
2257,False
2258,True
2259,False
2260,True
2261,False
2262,True
2263,True
2264,False
2265,True
2266,False
2267,False
2268,False
2269,False
2270,False
2271,True
2272,False
2273,False
2274,True
2275,True
2276,True
2277,False
2278,False
2279,False
2280,True
2281,False
2282,True
2283,False
2284,False
2285,False
2286,True
2287,True
2288,True
2289,False
2290,False
2291,True
2292,True
2293,False
2294,False
2295,False
2296,False
2297,False
2298,False
2299,True
2300,False
2301,False
2302,False
2303,False
2304,False
2305,True
2306,False
2307,True
2308,False
2309,True
2310,False
2311,False
2312,True
2313,True
2314,False
2315,True
2316,False
2317,True
2318,False
2319,False
2320,True
2321,False
2322,False
2323,False
2324,True
2325,True
2326,True
2327,False
2328,True
2329,False
2330,True
2331,False
2332,False
2333,True
2334,False
2335,False
2336,True
2337,False
2338,True
2339,True
2340,True
2341,False
2342,True
2343,True
2344,False
2345,True
2346,False
2347,False
2348,False
2349,False
2350,True
2351,False
2352,False
2353,False
2354,True
2355,False
2356,True
2357,True
2358,False
2359,False
2360,False
2361,False
2362,True
2363,False
2364,False
2365,False
2366,True
2367,False
2368,False
2369,False
2370,True
2371,True
2372,False
2373,False
2374,False
2375,True
2376,False
2377,False
2378,True
2379,False
2380,True
2381,False
2382,False
2383,True
2384,False
2385,True
2386,False
2387,False
2388,False
2389,False
2390,False
2391,False
2392,False
2393,False
2394,True
2395,True
2396,True
2397,False
2398,True
2399,False
2400,True
2401,False
2402,False
2403,False
2404,False
2405,True
2406,False
2407,False
2408,True
2409,True
2410,True
2411,True
2412,False
2413,False
2414,True
2415,False
2416,False
2417,False
2418,True
2419,False
2420,False
2421,False
2422,False
2423,False
2424,False
2425,True
2426,False
2427,False
2428,True
2429,False
2430,True
2431,False
2432,False
2433,True
2434,True
2435,False
2436,True
2437,True
2438,False
2439,False
2440,False
2441,False
2442,False
2443,True
2444,False
2445,False
2446,False
2447,False
2448,True
2449,False
2450,False
2451,False
2452,False
2453,False
2454,False
2455,True
2456,True
2457,True
2458,True
2459,True
2460,True
2461,True
2462,False
2463,False
2464,False
2465,False
2466,False
2467,True
2468,True
2469,False
2470,True
2471,False
2472,False
2473,False
2474,True
2475,True
2476,False
2477,True
2478,True
2479,True
2480,False
2481,False
2482,True
2483,False
2484,True
2485,False
2486,False
2487,False
2488,True
2489,False
2490,False
2491,False
2492,True
2493,False
2494,False
2495,False
2496,False
2497,False
2498,False
2499,False
2500,True
2501,False
2502,True
2503,False
2504,False
2505,False
2506,False
2507,False
2508,False
2509,False
2510,True
2511,False
2512,False
2513,False
2514,False
2515,False
2516,True
2517,True
2518,True
2519,True
2520,False
2521,False
2522,False
2523,True
2524,False
2525,False
2526,False
2527,False
2528,False
2529,True
2530,True
2531,True
2532,False
2533,False
2534,True
2535,True
2536,True
2537,True
2538,False
2539,False
2540,True
2541,False
2542,True
2543,True
2544,True
2545,False
2546,False
2547,False
2548,False
2549,False
2550,False
2551,True
2552,True
2553,True
2554,True
2555,False
2556,False
2557,False
2558,False
2559,False
2560,False
2561,True
2562,False
2563,False
2564,False
2565,True
2566,False
2567,False
2568,False
2569,True
2570,True
2571,True
2572,False
2573,False
2574,False
2575,False
2576,True
2577,True
2578,False
2579,False
2580,True
2581,False
2582,False
2583,False
2584,True
2585,True
2586,False
2587,False
2588,True
2589,False
2590,True
2591,False
2592,False
2593,False
2594,True
2595,True
2596,True
2597,False
2598,False
2599,False
2600,False
2601,False
2602,False
2603,False
2604,True
2605,True
2606,True
2607,False
2608,True
2609,False
2610,False
2611,False
2612,True
2613,False
2614,True
2615,True
2616,False
2617,False
2618,False
2619,True
2620,False
2621,False
2622,False
2623,False
2624,True
2625,True
2626,True
2627,True
2628,False
2629,False
2630,True
2631,False
2632,True
2633,True
2634,True
2635,True
2636,False
2637,False
2638,False
2639,False
2640,False
2641,True
2642,False
2643,False
2644,True
2645,False
2646,False
2647,True
2648,False
2649,False
2650,True
2651,False
2652,False
2653,False
2654,False
2655,True
2656,False
2657,True
2658,False
2659,False
2660,True
2661,True
2662,False
2663,False
2664,False
2665,False
2666,False
2667,False
2668,True
2669,False
2670,False
2671,False
2672,True
2673,True
2674,False
2675,True
2676,True
2677,False
2678,False
2679,False
2680,False
2681,True
2682,True
2683,True
2684,True
2685,True
2686,True
2687,False
2688,False
2689,False
2690,False
2691,False
2692,False
2693,False
2694,True
2695,False
2696,True
2697,False
2698,False
2699,False
2700,True
2701,True
2702,True
2703,True
2704,True
2705,False
2706,True
2707,True
2708,False
2709,False
2710,True
2711,False
2712,False
2713,True
2714,False
2715,False
2716,True
2717,False
2718,True
2719,False
2720,False
2721,True
2722,False
2723,False
2724,False
2725,False
2726,False
2727,False
2728,False
2729,False
2730,False
2731,False
2732,True
2733,True
2734,False
2735,False
2736,True
2737,False
2738,False
2739,False
2740,False
2741,False
2742,False
2743,False
2744,False
2745,False
2746,True
2747,False
2748,False
2749,True
2750,False
2751,True
2752,False
2753,True
2754,True
2755,False
2756,True
2757,False
2758,False
2759,True
2760,False
2761,False
2762,False
2763,False
2764,False
2765,False
2766,True
2767,False
2768,True
2769,True
2770,True
2771,True
2772,True
2773,False
2774,True
2775,False
2776,False
2777,False
2778,True
2779,True
2780,False
2781,True
2782,True
2783,False
2784,True
2785,False
2786,False
2787,True
2788,True
2789,False
2790,False
2791,False
2792,False
2793,True
2794,False
2795,False
2796,False
2797,False
2798,True
2799,False
2800,True
2801,False
2802,False
2803,False
2804,False
2805,False
2806,True
2807,False
2808,False
2809,False
2810,False
2811,False
2812,False
2813,False
2814,False
2815,False
2816,False
2817,True
2818,False
2819,False
2820,True
2821,True
2822,False
2823,True
2824,False
2825,True
2826,False
2827,False
2828,False
2829,False
2830,False
2831,True
2832,True
2833,False
2834,True
2835,True
2836,False
2837,False
2838,False
2839,False
2840,True
2841,True
2842,False
2843,False
2844,True
2845,True
2846,False
2847,False
2848,False
2849,False
2850,True
2851,False
2852,False
2853,True
2854,True
2855,False
2856,False
2857,False
2858,False
2859,False
2860,True
2861,True
2862,False
2863,False
2864,False
2865,True
2866,False
2867,True
2868,True
2869,True
2870,True
2871,True
2872,True
2873,True
2874,True
2875,True
2876,True
2877,True
2878,False
2879,False
2880,False
2881,True
2882,False
2883,False
2884,False
2885,True
2886,False
2887,False
2888,True
2889,True
2890,False
2891,True
2892,False
2893,False
2894,True
2895,True
2896,False
2897,False
2898,False
2899,False
2900,False
2901,False
2902,False
2903,False
2904,False
2905,False
2906,False
2907,True
2908,True
2909,False
2910,False
2911,True
2912,False
2913,True
2914,True
2915,False
2916,True
2917,False
2918,False
2919,True
2920,False
2921,False
2922,True
2923,True
2924,True
2925,False
2926,False
2927,True
2928,False
2929,True
2930,False
2931,True
2932,False
2933,False
2934,False
2935,False
2936,False
2937,True
2938,True
2939,True
2940,True
2941,True
2942,False
2943,True
2944,True
2945,True
2946,True
2947,False
2948,True
2949,True
2950,False
2951,False
2952,False
2953,False
2954,False
2955,False
2956,False
2957,False
2958,False
2959,False
2960,True
2961,False
2962,False
2963,True
2964,False
2965,False
2966,False
2967,True
2968,True
2969,False
2970,False
2971,False
2972,False
2973,True
2974,True
2975,True
2976,True
2977,False
2978,False
2979,False
2980,True
2981,False
2982,False
2983,False
2984,False
2985,True
2986,True
2987,False
2988,False
2989,False
2990,False
2991,False
2992,True
2993,False
2994,True
2995,False
2996,False
2997,False
