,BP
382,False
383,False
384,False
385,True
386,True
387,True
388,False
389,False
390,False
391,True
392,True
393,False
394,False
395,True
396,False
397,True
398,False
399,True
400,True
401,True
402,False
403,False
404,False
405,True
406,True
407,False
408,True
409,True
410,False
411,False
412,True
413,False
414,True
415,False
416,True
417,False
418,True
419,True
420,True
421,True
422,True
423,True
424,False
425,True
426,False
427,False
428,False
429,False
430,False
431,True
432,True
433,False
434,False
435,True
436,False
437,False
438,False
439,False
440,False
441,False
442,False
443,False
444,True
445,False
446,False
447,False
448,False
449,True
450,False
451,True
452,True
453,False
454,False
455,False
456,False
457,False
458,False
459,False
460,False
461,True
462,True
463,True
464,False
465,False
466,False
467,True
468,False
469,True
470,True
471,True
472,True
473,True
474,True
475,False
476,True
477,True
478,False
479,True
480,False
481,False
482,False
483,False
484,True
485,False
486,True
487,False
488,True
489,True
490,True
491,True
492,True
493,False
494,False
495,False
496,False
497,False
498,False
499,True
500,True
501,False
502,False
503,True
504,False
505,True
506,True
507,True
508,True
509,False
510,False
511,True
512,False
513,False
514,False
515,True
516,False
517,True
518,False
519,True
520,False
521,False
522,False
523,False
524,False
525,False
526,False
527,False
528,True
529,True
530,True
531,False
532,False
533,False
534,False
535,False
536,True
537,False
538,False
539,False
540,True
541,False
542,False
543,False
544,True
545,False
546,True
547,False
548,False
549,False
550,False
551,True
552,False
553,True
554,True
555,True
556,True
557,False
558,False
559,False
560,False
561,False
562,False
563,False
564,False
565,False
566,True
567,False
568,True
569,False
570,True
571,True
572,True
573,True
574,False
575,True
576,False
577,False
578,True
579,True
580,True
581,False
582,False
583,True
584,False
585,True
586,True
587,False
588,False
589,True
590,True
591,False
592,False
593,False
594,True
595,False
596,False
597,True
598,False
599,False
600,True
601,True
602,True
603,True
604,False
605,False
606,False
607,True
608,False
609,False
610,False
611,False
612,True
613,False
614,True
615,False
616,True
617,False
618,True
619,False
620,False
621,False
622,False
623,False
624,False
625,False
626,True
627,True
628,True
629,True
630,False
631,False
632,True
633,False
634,False
635,False
636,True
637,True
638,True
639,False
640,True
641,True
642,True
643,True
644,True
645,True
646,False
647,False
648,True
649,False
650,True
651,True
652,False
653,False
654,True
655,False
656,True
657,False
658,False
659,True
660,False
661,False
662,True
663,False
664,True
665,True
666,False
667,False
668,False
669,False
670,True
671,True
672,True
673,True
674,True
675,True
676,False
677,False
678,False
679,False
680,False
681,True
682,False
683,False
684,False
685,True
686,True
687,False
688,False
689,False
690,False
691,True
692,True
693,False
694,True
695,False
696,False
697,False
698,True
699,False
700,True
701,True
702,False
703,False
704,False
705,False
706,False
707,False
708,True
709,True
710,False
711,False
712,False
713,False
714,False
715,False
716,True
717,False
718,False
719,False
720,False
721,True
722,True
723,False
724,False
725,False
726,True
727,False
728,False
729,False
730,True
731,False
732,False
733,True
734,False
735,True
736,False
737,False
738,False
739,False
740,True
741,True
742,True
743,False
744,False
745,True
746,True
747,True
748,False
749,False
750,False
751,False
752,True
753,False
754,True
755,True
756,True
757,False
758,False
759,False
760,True
761,False
762,True
763,False
764,True
765,False
766,False
767,False
768,True
769,True
770,True
771,True
772,False
773,False
774,False
775,True
776,True
777,False
778,False
779,True
780,False
781,True
782,True
783,False
784,False
785,False
786,True
787,True
788,True
789,True
790,False
791,False
792,False
793,False
794,False
795,True
796,True
797,False
798,True
799,False
800,True
801,True
802,False
803,False
804,True
805,False
806,True
807,False
808,False
809,False
810,False
811,False
812,True
813,True
814,False
815,False
816,False
817,True
818,False
819,True
820,True
821,False
822,True
823,True
824,False
825,False
826,True
827,True
828,True
829,False
830,False
831,True
832,False
833,True
834,True
835,True
836,False
837,False
838,False
839,False
840,False
841,False
842,True
843,False
844,True
845,False
846,False
847,True
848,False
849,False
850,False
851,True
852,False
853,False
854,False
855,False
856,True
857,False
858,True
859,False
860,True
861,False
862,True
863,False
864,False
865,True
866,False
867,True
868,False
869,False
870,False
871,True
872,False
873,False
874,False
875,False
876,False
877,False
878,False
879,True
880,True
881,False
882,False
883,False
884,False
885,False
886,True
887,False
888,True
889,True
890,False
891,False
892,True
893,False
894,True
895,False
896,False
897,True
898,True
899,False
900,False
901,True
902,True
903,False
904,True
905,True
906,False
907,True
908,True
909,False
910,False
911,False
912,True
913,True
914,True
915,True
916,False
917,False
918,True
919,False
920,False
921,False
922,False
923,True
924,False
925,False
926,False
927,False
928,True
929,False
930,False
931,False
932,False
933,False
934,True
935,True
936,False
937,True
938,True
939,True
940,True
941,True
942,True
943,True
944,True
945,False
946,True
947,True
948,False
949,False
950,False
951,True
952,False
953,True
954,False
955,False
956,False
957,True
958,True
959,False
960,True
961,True
962,True
963,True
964,False
965,False
966,False
967,False
968,False
969,False
970,True
971,True
972,False
973,True
974,True
975,True
976,True
977,False
978,False
979,False
980,False
981,False
982,False
983,False
984,False
985,False
986,False
987,False
988,True
989,False
990,False
991,False
992,True
993,False
994,False
995,True
996,True
997,True
998,True
999,False
1000,False
1001,True
1002,True
1003,True
1004,False
1005,False
1006,False
1007,True
1008,False
1009,False
1010,False
1011,False
1012,True
1013,False
1014,False
1015,True
1016,False
1017,False
1018,False
1019,True
1020,True
1021,True
1022,False
1023,True
1024,True
1025,False
1026,False
1027,True
1028,False
1029,False
1030,True
1031,True
1032,False
1033,False
1034,True
1035,False
1036,False
1037,False
1038,False
1039,True
1040,False
1041,False
1042,False
1043,False
1044,True
1045,True
1046,True
1047,True
1048,False
1049,False
1050,True
1051,False
1052,False
1053,False
1054,True
1055,False
1056,False
1057,False
1058,True
1059,False
1060,False
1061,False
1062,False
1063,True
1064,True
1065,False
1066,False
1067,True
1068,False
1069,False
1070,True
1071,True
1072,False
1073,False
1074,True
1075,True
1076,False
1077,False
1078,False
1079,True
1080,False
1081,True
1082,False
1083,True
1084,False
1085,False
1086,True
1087,True
1088,True
1089,True
1090,True
1091,True
1092,True
1093,True
1094,False
1095,False
1096,False
1097,False
1098,True
1099,False
1100,False
1101,True
1102,False
1103,False
1104,False
1105,False
1106,False
1107,False
1108,False
1109,False
1110,True
1111,False
1112,True
1113,True
1114,False
1115,True
1116,False
1117,False
1118,False
1119,False
1120,True
1121,False
1122,True
1123,True
1124,False
1125,False
1126,True
1127,False
1128,True
1129,True
1130,True
1131,True
1132,False
1133,True
1134,False
1135,True
1136,True
1137,False
1138,False
1139,True
1140,True
1141,False
1142,False
1143,False
1144,False
1145,False
1146,False
1147,True
1148,False
1149,True
1150,False
1151,False
1152,True
1153,True
1154,True
1155,True
1156,False
1157,False
1158,True
1159,True
1160,True
1161,False
1162,True
1163,True
1164,True
1165,False
1166,False
1167,True
1168,False
1169,False
1170,False
1171,True
1172,True
1173,True
1174,False
1175,True
1176,True
1177,True
1178,True
1179,True
1180,False
1181,False
1182,False
1183,True
1184,True
1185,False
1186,False
1187,True
1188,False
1189,True
1190,False
1191,True
1192,False
1193,True
1194,True
1195,False
1196,False
1197,True
1198,False
1199,False
1200,True
1201,False
1202,True
1203,False
1204,False
1205,False
1206,True
1207,False
1208,False
1209,False
1210,True
1211,True
1212,True
1213,False
1214,False
1215,True
1216,True
1217,True
1218,False
1219,True
1220,False
1221,True
1222,False
1223,True
1224,False
1225,True
1226,True
1227,False
1228,True
1229,True
1230,True
1231,True
1232,True
1233,True
1234,False
1235,False
1236,False
1237,False
1238,True
1239,True
1240,True
1241,False
1242,False
1243,False
1244,True
1245,True
1246,False
1247,False
1248,False
1249,True
1250,False
1251,True
1252,False
1253,False
1254,False
1255,False
1256,False
1257,False
1258,True
1259,False
1260,False
1261,False
1262,True
1263,False
1264,False
1265,True
1266,False
1267,True
1268,False
1269,False
1270,True
1271,False
1272,False
1273,True
1274,True
1275,True
1276,True
1277,False
1278,True
1279,False
1280,False
1281,False
1282,False
1283,False
1284,False
1285,False
1286,False
1287,False
1288,True
1289,True
1290,False
1291,True
1292,False
1293,False
1294,True
1295,False
1296,True
1297,True
1298,False
1299,False
1300,True
1301,True
1302,True
1303,False
1304,False
1305,False
1306,True
1307,True
1308,True
1309,False
1310,False
1311,True
1312,False
1313,False
1314,False
1315,False
1316,False
1317,False
1318,True
1319,True
1320,False
1321,True
1322,False
1323,True
1324,True
1325,True
1326,False
1327,True
1328,False
1329,False
1330,True
1331,True
1332,True
1333,False
1334,False
1335,True
1336,True
1337,False
1338,True
1339,False
1340,True
1341,True
1342,True
1343,False
1344,True
1345,True
1346,False
1347,True
1348,False
1349,False
1350,False
1351,False
1352,True
1353,False
1354,False
1355,False
1356,False
1357,False
1358,False
1359,True
1360,False
1361,False
1362,False
1363,False
1364,False
1365,False
1366,True
1367,True
1368,False
1369,True
1370,True
1371,False
1372,True
1373,True
1374,True
1375,False
1376,False
1377,False
1378,True
1379,False
1380,True
1381,True
1382,False
1383,True
1384,True
1385,False
1386,True
1387,True
1388,False
1389,False
1390,True
1391,False
1392,False
1393,True
1394,False
1395,False
1396,False
1397,True
1398,False
1399,True
1400,False
1401,False
1402,True
1403,True
1404,True
1405,True
1406,True
1407,False
1408,True
1409,False
1410,False
1411,False
1412,True
1413,True
1414,True
1415,False
1416,True
1417,True
1418,False
1419,True
1420,False
1421,False
1422,False
1423,False
1424,True
1425,True
1426,True
1427,True
1428,False
1429,False
1430,False
1431,False
1432,False
1433,False
1434,True
1435,True
1436,False
1437,True
1438,False
1439,True
1440,False
1441,False
1442,True
1443,True
1444,True
1445,False
1446,True
1447,True
1448,False
1449,False
1450,True
1451,False
1452,False
1453,True
1454,False
1455,True
1456,False
1457,False
1458,False
1459,True
1460,True
1461,False
1462,False
1463,False
1464,True
1465,True
1466,False
1467,False
1468,False
1469,False
1470,True
1471,False
1472,True
1473,False
1474,True
1475,False
1476,False
1477,False
1478,True
1479,True
1480,False
1481,True
1482,False
1483,False
1484,False
1485,False
1486,False
1487,False
1488,False
1489,False
1490,False
1491,False
1492,False
1493,False
1494,False
1495,True
1496,True
1497,False
1498,True
1499,False
1500,False
1501,True
1502,False
1503,False
1504,False
1505,True
1506,True
1507,False
1508,False
1509,False
1510,True
1511,False
1512,True
1513,False
1514,True
1515,False
1516,True
1517,False
1518,True
1519,False
1520,True
1521,True
1522,False
1523,True
1524,False
1525,True
1526,False
1527,False
1528,True
1529,False
1530,True
1531,True
1532,False
1533,True
1534,True
1535,False
1536,False
1537,False
1538,True
1539,False
1540,False
1541,False
1542,True
1543,False
1544,False
1545,False
1546,False
1547,False
1548,False
1549,False
1550,False
1551,False
1552,True
1553,False
1554,True
1555,False
1556,False
1557,True
1558,False
1559,True
1560,False
1561,True
1562,False
1563,True
1564,False
1565,False
1566,False
1567,False
1568,False
1569,True
1570,False
1571,False
1572,True
1573,False
1574,True
1575,True
1576,False
1577,False
1578,True
1579,True
1580,False
1581,False
1582,False
1583,True
1584,True
1585,False
1586,False
1587,True
1588,True
1589,False
1590,True
1591,True
1592,False
1593,False
1594,False
1595,True
1596,True
1597,False
1598,False
1599,True
1600,False
1601,True
1602,True
1603,True
1604,False
1605,True
1606,False
1607,False
1608,True
1609,False
1610,True
1611,False
1612,True
1613,False
1614,True
1615,False
1616,False
1617,True
1618,False
1619,False
1620,False
1621,True
1622,False
1623,False
1624,True
1625,False
1626,True
1627,False
1628,False
1629,True
1630,True
1631,False
1632,True
1633,False
1634,False
1635,False
1636,False
1637,False
1638,False
1639,False
1640,False
1641,False
1642,True
1643,True
1644,False
1645,True
1646,False
1647,True
1648,False
1649,False
1650,True
1651,False
1652,True
1653,False
1654,False
1655,True
1656,False
1657,False
1658,False
1659,False
1660,True
1661,True
1662,False
1663,False
1664,False
1665,False
1666,False
1667,True
1668,True
1669,False
1670,False
1671,False
1672,False
1673,True
1674,True
1675,True
1676,False
1677,False
1678,False
1679,True
1680,True
1681,False
1682,False
1683,False
1684,False
1685,True
1686,False
1687,False
1688,True
1689,False
1690,True
1691,False
1692,False
1693,False
1694,False
1695,False
1696,False
1697,True
1698,True
1699,False
1700,False
1701,False
1702,True
1703,False
1704,False
1705,True
1706,False
1707,True
1708,True
1709,True
1710,False
1711,True
1712,False
1713,False
1714,False
1715,False
1716,True
1717,False
1718,True
1719,False
1720,True
1721,False
1722,False
1723,True
1724,True
1725,True
1726,True
1727,False
1728,False
1729,True
1730,False
1731,True
1732,False
1733,False
1734,False
1735,False
1736,False
1737,False
1738,True
1739,False
1740,True
1741,False
1742,True
1743,True
1744,False
1745,False
1746,True
1747,False
1748,True
1749,False
1750,False
1751,True
1752,False
1753,True
1754,True
1755,False
1756,False
1757,False
1758,False
1759,False
1760,True
1761,True
1762,False
1763,False
1764,True
1765,False
1766,True
1767,False
1768,False
1769,True
1770,True
1771,False
1772,False
1773,True
1774,True
1775,False
1776,False
1777,True
1778,True
1779,True
1780,False
1781,False
1782,True
1783,True
1784,True
1785,False
1786,True
1787,True
1788,True
1789,False
1790,False
1791,True
1792,True
1793,True
1794,True
1795,False
1796,False
1797,True
1798,False
1799,False
1800,False
1801,True
1802,True
1803,True
1804,False
1805,True
1806,False
1807,False
1808,False
1809,True
1810,False
1811,False
1812,False
1813,True
1814,False
1815,False
1816,False
1817,True
1818,False
1819,True
1820,False
1821,False
1822,False
1823,False
1824,False
1825,True
1826,True
1827,True
1828,True
1829,False
1830,True
1831,True
1832,False
1833,True
1834,True
1835,False
1836,False
1837,True
1838,True
1839,False
1840,True
1841,True
1842,False
1843,False
1844,False
1845,False
1846,False
1847,True
1848,False
1849,True
1850,False
1851,False
1852,False
1853,False
1854,False
1855,True
1856,False
1857,False
1858,True
1859,False
1860,True
1861,False
1862,True
1863,True
1864,False
1865,True
1866,True
1867,False
1868,True
1869,False
1870,False
1871,False
1872,False
1873,False
1874,False
1875,False
1876,False
1877,False
1878,True
1879,True
1880,False
1881,True
1882,True
1883,True
1884,True
1885,True
1886,False
1887,False
1888,False
1889,False
1890,False
1891,False
1892,False
1893,True
1894,False
1895,False
1896,False
1897,True
1898,False
1899,True
1900,True
1901,False
1902,False
1903,True
1904,False
1905,True
1906,True
1907,False
1908,False
1909,False
1910,False
1911,True
1912,True
1913,True
1914,False
1915,False
1916,True
1917,False
1918,True
1919,False
1920,True
1921,True
1922,True
1923,False
1924,True
1925,False
1926,False
1927,True
1928,True
1929,False
1930,True
1931,False
1932,False
1933,False
1934,True
1935,True
1936,False
1937,False
1938,False
1939,False
1940,False
1941,True
1942,True
1943,True
1944,True
1945,False
1946,True
1947,True
1948,False
1949,False
1950,True
1951,True
1952,True
1953,True
1954,True
1955,True
1956,True
1957,False
1958,False
1959,False
1960,True
1961,False
1962,True
1963,True
1964,False
1965,False
1966,True
1967,True
1968,False
1969,False
1970,False
1971,True
1972,False
1973,False
1974,False
1975,False
1976,False
1977,True
1978,False
1979,True
1980,True
1981,False
1982,False
1983,False
1984,False
1985,False
1986,True
1987,False
1988,True
1989,False
1990,False
1991,False
1992,True
1993,True
1994,True
1995,False
1996,True
1997,True
1998,False
1999,False
2000,False
2001,False
2002,False
2003,True
2004,False
2005,False
2006,True
2007,False
2008,False
2009,False
2010,False
2011,False
2012,False
2013,True
2014,False
2015,True
2016,True
2017,False
2018,False
2019,True
2020,True
2021,False
2022,True
2023,False
2024,False
2025,False
2026,True
2027,True
2028,False
2029,False
2030,False
2031,True
2032,False
2033,True
2034,False
2035,True
2036,True
2037,True
2038,False
2039,False
2040,False
2041,True
2042,False
2043,True
2044,True
2045,False
2046,False
2047,False
2048,False
2049,False
2050,False
2051,True
2052,False
2053,True
2054,True
2055,True
2056,False
2057,True
2058,True
2059,False
2060,False
2061,True
2062,False
2063,True
2064,False
2065,False
2066,True
2067,False
2068,False
2069,False
2070,True
2071,False
2072,True
2073,True
2074,False
2075,False
2076,True
2077,False
2078,False
2079,False
2080,True
2081,True
2082,False
2083,False
2084,False
2085,False
2086,True
2087,False
2088,False
2089,False
2090,False
2091,True
2092,False
2093,False
2094,False
2095,False
2096,False
2097,False
2098,True
2099,True
2100,False
2101,True
2102,True
2103,False
2104,False
2105,False
2106,True
2107,False
2108,True
2109,False
2110,True
2111,True
2112,True
2113,True
2114,False
2115,True
2116,False
2117,False
2118,True
2119,False
2120,False
2121,True
2122,True
2123,True
2124,True
2125,False
2126,False
2127,False
2128,True
2129,False
2130,True
2131,False
2132,False
2133,False
2134,False
2135,True
2136,True
2137,False
2138,True
2139,False
2140,True
2141,True
2142,False
2143,False
2144,False
2145,True
2146,False
2147,True
2148,True
2149,False
2150,False
2151,True
2152,False
2153,False
2154,False
2155,True
2156,False
2157,False
2158,False
2159,True
2160,True
2161,False
2162,False
2163,False
2164,False
2165,False
2166,False
2167,False
2168,True
2169,False
2170,False
2171,False
2172,True
2173,False
2174,False
2175,True
2176,False
2177,False
2178,False
2179,True
2180,False
2181,False
2182,False
2183,False
2184,False
2185,True
2186,True
2187,False
2188,False
2189,False
2190,False
2191,False
2192,False
2193,False
2194,True
2195,False
2196,False
2197,True
2198,False
2199,False
2200,True
2201,False
2202,True
2203,False
2204,False
2205,True
2206,False
2207,False
2208,False
2209,True
2210,False
2211,False
2212,False
2213,False
2214,True
2215,True
2216,True
2217,False
2218,False
2219,True
2220,True
2221,False
2222,True
2223,True
2224,True
2225,False
2226,False
2227,True
2228,False
2229,False
2230,False
2231,False
2232,True
2233,True
2234,False
2235,False
2236,True
2237,True
2238,True
2239,False
2240,False
2241,False
2242,False
2243,True
2244,True
2245,True
2246,True
2247,False
2248,True
2249,False
2250,True
2251,True
2252,False
2253,False
2254,True
2255,True
2256,True
2257,False
2258,False
2259,False
2260,False
2261,False
2262,False
2263,False
2264,False
2265,True
2266,False
2267,True
2268,False
2269,False
2270,True
2271,False
2272,False
2273,True
2274,False
2275,True
2276,True
2277,False
2278,False
2279,False
2280,False
2281,False
2282,False
2283,True
2284,True
2285,True
2286,False
2287,False
2288,False
2289,True
2290,False
2291,False
2292,False
2293,False
2294,True
2295,False
2296,True
2297,False
2298,False
2299,True
2300,False
2301,False
2302,False
2303,True
2304,True
2305,False
2306,False
2307,True
2308,True
2309,False
2310,False
2311,True
2312,False
2313,True
2314,True
2315,False
2316,True
2317,False
2318,True
2319,True
2320,True
2321,False
2322,True
2323,False
2324,True
2325,False
2326,True
2327,False
2328,True
2329,False
2330,False
2331,True
2332,True
2333,False
2334,True
2335,False
2336,False
2337,False
2338,True
2339,False
2340,False
2341,True
2342,False
2343,False
2344,False
2345,False
2346,True
2347,False
2348,True
2349,False
2350,False
2351,False
2352,False
2353,False
2354,False
2355,False
2356,False
2357,False
2358,True
2359,True
2360,False
2361,False
2362,True
2363,False
2364,False
2365,False
2366,False
2367,False
2368,False
2369,False
2370,False
2371,True
2372,True
2373,False
2374,True
2375,False
2376,True
2377,False
2378,True
2379,True
2380,False
2381,False
2382,True
2383,False
2384,False
2385,True
2386,False
2387,False
2388,False
2389,True
2390,False
2391,True
2392,False
2393,True
2394,True
2395,True
2396,False
2397,False
2398,False
2399,False
2400,True
2401,True
2402,False
2403,False
2404,True
2405,False
2406,False
2407,True
2408,False
2409,True
2410,True
2411,False
2412,False
2413,True
2414,False
2415,True
2416,False
2417,True
2418,False
2419,False
2420,False
2421,False
2422,False
2423,True
2424,True
2425,True
2426,False
2427,False
2428,False
2429,True
2430,False
2431,False
2432,True
2433,False
2434,False
2435,True
2436,True
2437,True
2438,False
2439,True
2440,False
2441,False
2442,False
2443,False
2444,False
2445,True
2446,False
2447,True
2448,False
2449,False
2450,False
2451,False
2452,True
2453,True
2454,False
2455,True
2456,True
2457,False
2458,True
2459,False
2460,True
2461,True
2462,False
2463,True
2464,False
2465,True
2466,True
2467,True
2468,True
2469,True
2470,True
2471,True
2472,True
2473,False
2474,False
2475,False
2476,True
2477,True
2478,False
2479,False
2480,False
2481,False
2482,True
2483,True
2484,False
2485,False
2486,False
2487,True
2488,False
2489,True
2490,True
2491,False
2492,False
2493,False
2494,False
2495,True
2496,True
2497,False
2498,True
2499,True
2500,True
2501,True
2502,True
2503,True
2504,False
2505,False
2506,False
2507,False
2508,False
2509,True
2510,False
2511,True
2512,False
2513,False
2514,True
2515,True
2516,True
2517,True
2518,True
2519,True
2520,False
2521,True
2522,True
2523,True
2524,False
2525,False
2526,False
2527,True
2528,False
2529,True
2530,True
2531,True
2532,False
2533,False
2534,True
2535,True
2536,False
2537,False
2538,False
2539,True
2540,False
2541,True
2542,True
2543,True
2544,True
2545,False
2546,True
2547,True
2548,False
2549,False
2550,False
2551,False
2552,True
2553,True
2554,False
2555,False
2556,False
2557,False
2558,True
2559,True
2560,True
2561,True
2562,False
2563,False
2564,True
2565,False
2566,False
2567,False
2568,False
2569,False
2570,True
2571,False
2572,False
2573,True
2574,False
2575,True
2576,False
2577,True
2578,False
2579,False
2580,True
2581,False
2582,False
2583,False
2584,False
2585,True
2586,False
2587,False
2588,False
2589,False
2590,False
2591,True
2592,True
2593,True
2594,True
2595,False
2596,True
2597,True
2598,False
2599,False
2600,True
2601,True
2602,True
2603,True
2604,True
2605,True
2606,False
2607,False
2608,False
2609,True
2610,False
2611,False
2612,False
2613,True
2614,False
2615,False
2616,False
2617,True
2618,True
2619,False
2620,True
2621,False
2622,True
2623,False
2624,True
2625,True
2626,False
2627,False
2628,False
2629,True
2630,False
2631,True
2632,False
2633,True
2634,True
2635,False
2636,False
2637,True
2638,False
2639,True
2640,False
2641,True
2642,False
2643,False
2644,False
2645,True
2646,False
2647,True
2648,True
2649,True
2650,True
2651,True
2652,True
2653,False
2654,False
2655,True
2656,True
2657,False
2658,True
2659,True
2660,False
2661,True
2662,False
2663,False
2664,False
2665,False
2666,False
2667,False
2668,True
2669,False
2670,True
2671,True
2672,False
2673,False
2674,False
2675,False
2676,True
2677,False
2678,False
2679,False
2680,True
2681,True
2682,True
2683,False
2684,True
2685,False
2686,False
2687,True
2688,False
2689,False
2690,True
2691,False
2692,False
2693,False
2694,True
2695,False
2696,True
2697,False
2698,False
2699,True
2700,False
2701,False
2702,False
2703,True
2704,False
2705,False
2706,True
2707,True
2708,True
2709,False
2710,True
2711,True
2712,False
2713,False
2714,False
2715,False
2716,True
2717,False
2718,False
2719,True
2720,False
2721,True
2722,False
2723,True
2724,False
2725,True
2726,False
2727,False
2728,False
2729,True
2730,True
2731,True
2732,False
2733,True
2734,False
2735,True
2736,True
2737,False
2738,False
2739,False
2740,True
2741,False
2742,True
2743,True
2744,True
2745,False
2746,True
2747,False
2748,False
2749,False
2750,False
2751,True
2752,False
2753,True
2754,False
2755,False
2756,False
2757,False
2758,False
2759,True
2760,False
2761,True
2762,True
2763,False
2764,False
2765,True
2766,True
2767,False
2768,True
2769,False
2770,False
2771,False
2772,False
2773,True
2774,False
2775,False
2776,False
2777,True
2778,False
2779,False
2780,True
2781,False
2782,False
2783,False
2784,True
2785,False
2786,False
2787,False
2788,True
2789,False
2790,False
2791,False
2792,True
2793,False
2794,False
2795,True
2796,True
2797,False
2798,False
2799,True
2800,False
2801,False
2802,True
2803,True
2804,True
2805,False
2806,True
2807,False
2808,False
2809,True
2810,True
2811,False
2812,True
2813,False
2814,False
2815,True
2816,True
2817,True
2818,False
2819,False
2820,False
2821,True
2822,False
2823,False
2824,False
2825,True
2826,True
2827,False
2828,True
2829,False
2830,True
2831,True
2832,False
2833,False
2834,True
2835,True
2836,False
2837,True
2838,True
2839,True
2840,False
2841,True
2842,False
2843,False
2844,True
2845,True
2846,False
2847,False
2848,False
2849,False
2850,False
2851,False
2852,True
2853,False
2854,False
2855,False
2856,True
2857,False
2858,True
2859,False
2860,False
2861,False
2862,False
2863,False
2864,True
2865,False
2866,False
2867,False
2868,False
2869,True
2870,False
2871,False
2872,True
2873,True
2874,True
2875,True
2876,True
2877,False
2878,False
2879,False
2880,True
2881,False
2882,True
2883,False
2884,True
2885,False
2886,False
2887,True
2888,False
2889,True
2890,False
2891,False
2892,False
2893,True
2894,True
2895,True
2896,False
2897,True
2898,True
2899,False
2900,True
2901,True
2902,False
2903,False
2904,False
2905,True
2906,False
2907,True
2908,False
2909,False
2910,False
2911,False
2912,True
2913,True
2914,False
2915,True
2916,False
2917,True
2918,True
2919,True
2920,True
2921,True
2922,True
2923,True
2924,True
2925,False
2926,False
2927,False
2928,False
2929,False
2930,True
2931,True
2932,False
2933,False
2934,False
2935,False
2936,False
2937,True
2938,False
2939,True
2940,False
2941,False
2942,True
2943,False
2944,False
2945,True
2946,True
2947,True
2948,False
2949,True
2950,True
2951,True
2952,False
2953,True
2954,True
2955,True
2956,True
2957,False
2958,True
2959,False
2960,False
2961,True
2962,True
2963,False
2964,True
2965,False
2966,False
2967,True
2968,False
2969,False
2970,True
2971,False
2972,True
2973,True
2974,False
2975,False
2976,True
2977,True
2978,False
2979,True
2980,False
2981,False
2982,False
2983,True
2984,False
2985,False
2986,False
2987,True
2988,False
2989,True
2990,True
2991,False
2992,False
2993,False
2994,False
2995,True
2996,False
2997,True
