,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
14605,61,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40
7383,50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50
37329,47,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40
20699,34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
4321,32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
19610,22,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,40
37977,18,Private,Some-college,Never-married,Priv-house-serv,Own-child,White,Female,15
8444,39,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40
42634,54,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
3092,60,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,84
11393,59,Local-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Female,19
23843,26,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
22180,44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50
14963,38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,40
33615,38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
45225,23,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,30
14935,23,State-gov,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,35
7172,20,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,15
29122,36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
39669,24,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,30
32243,33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,65
35493,28,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40
44785,44,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
39134,43,Local-gov,Bachelors,Never-married,Other-service,Own-child,White,Male,40
12168,38,Federal-gov,Some-college,Divorced,Handlers-cleaners,Unmarried,Black,Female,40
44143,28,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40
45555,35,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,40
5159,27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,49
12882,46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
30796,40,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,45
7866,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35
40031,40,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55
9339,46,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40
38828,32,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,45
27483,36,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40
9448,40,Private,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,40
